tipo,precio,area,habitaciones,baños,parqueaderos,nombre,latitud,longitud,url,espacios,axe,axh,axa,parq2,garaje_bin,ppmc,pppz,pppp,new_index,pppp/pppz,pppp/ppmc,pppz/ppmc,barrio_te
apartamento,980000000,138.0,3,4,2,la candelaria,6.2476376,-75.5658153,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-3-habitaciones-4-banos-2-garajes/17801-M6322454,9,15.333333333333334,46.0,19044.0,4,1,6190317.218890633,141556288.26903024,798544002.6470588,41.47791379774692,5.641176470588236,128.99888235294117,22.867372262773724,20.60980778452254
apartamento,1300000000,180.0,3,4,3,patio bonito,6.20170259475708,-75.57249450683594,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-patio-bonito-3-habitaciones-4-banos-3-garajes/687-1825720,10,18.0,60.0,32400.0,9,1,6306546.44312479,129001206.27261761,568840425.531915,42.256701955622184,4.409574468085107,90.19840425531916,20.45512665862485,20.709456046129464
apartamento,1835000000,180.0,2,3,2,el tesoro,6.206971645355225,-75.55918884277344,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M3735690,7,25.714285714285715,90.0,32400.0,4,1,7388640.035243283,181116061.45251396,714091960.352423,49.50721645236209,3.94273127753304,96.64727973568282,24.51277374301676,21.10447414707314
casa,900000000,150.0,4,4,2,la gloria,6.222023963928223,-75.6027603149414,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-la-gloria-4-habitaciones-4-banos-2-garajes/19875-M6456386,10,15.0,37.5,22500.0,4,1,5801504.989948944,104861736.33440514,679416666.6666666,38.87269672319394,6.479166666666667,117.11041666666667,18.07491961414791,20.407541190662823
apartamento,1020000000,151.0,3,3,2,las lomas no.1,6.209996905,-75.563465761,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-las-lomas-no.-1-3-habitaciones-3-banos-2-garajes/21303-M6273157,8,18.875,50.333333333333336,22801.0,4,1,8215716.524453497,176623120.72892937,708105479.4520547,55.04900148704765,4.0091324200913245,86.18913242009131,21.49820045558086,21.003660819523347
apartamento,560000000,60.0,3,2,1,villa carlota,6.221850395202637,-75.5744400024414,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/14779-M6367280,6,10.0,20.0,3600.0,1,1,9860972.513248164,143798071.89642859,735405664.4931507,66.07295771827317,5.114155251141552,74.57739726027398,14.582544642857146,20.518777670719466
apartamento,600000000,122.0,4,3,1,la candelaria,6.2476376,-75.5658153,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-centro-la-playa-4-habitaciones-3-banos-1-garajes/21131-M6284860,8,15.25,30.5,14884.0,1,1,6190317.218890633,141556288.26903024,798544002.6470588,41.47791379774692,5.641176470588236,128.99888235294117,22.867372262773724,20.60980778452254
casa,998000000,340.0,4,3,1,buenos aires,6.240757699,-75.553521198,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-buenos-aires-4-habitaciones-3-banos-1-garajes/11976-M5164013,8,42.5,85.0,115600.0,1,1,5651441.128154801,135846153.84615386,883000000.0,37.86720125283904,6.5,156.24333333333334,24.0374358974359,20.755767207063805
apartamento,758000000,246.0,4,5,2,lorena,6.247185230255127,-75.59895324707031,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-lorena-4-habitaciones-5-banos-2-garajes/12116-M3052441,11,22.363636363636363,61.5,60516.0,4,1,6520711.758290171,118259606.41891892,736944073.6842105,43.69170603809292,6.231578947368421,113.0158947368421,18.135996621621622,20.533172274298455
apartamento,570000000,108.0,4,3,1,nueva villa del aburra,6.23696002,-75.60459549,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-nueva-villa-de-aburra-4-habitaciones-3-banos-1-garajes/19700-M6223142,8,13.5,27.0,11664.0,1,1,5276503.8035840215,95045045.04504505,527500000.0,35.35495228752807,5.55,99.97149999999999,18.012882882882884,20.283595294940373
apartamento,705000000,104.0,3,2,1,laureles,6.241669178009033,-75.59459686279297,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-laureles-3-habitaciones-2-banos-1-garajes/12116-M4759688,6,17.333333333333332,34.666666666666664,10816.0,1,1,6460195.111687219,127370563.38028169,634618245.6140351,43.286217246102424,4.982456140350878,98.23515151515151,19.716209987195903,20.668615533018688
apartamento,530000000,67.0,3,2,1,san german,6.2699741,-75.5902313,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-san-german-3-habitaciones-2-banos-1-garajes/21417-M6374180,6,11.166666666666666,22.333333333333332,4489.0,1,1,7397673.45896131,91823170.73170732,442911764.7058824,49.56774446038265,4.823529411764706,59.87176470588235,12.412439024390244,20.128926774740876
apartamento,460000000,78.0,3,2,1,la loma de los bernal,6.2177839279174805,-75.60265350341797,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/12116-M4371929,6,13.0,26.0,6084.0,1,1,6633757.902044472,100592392.3918919,485467632.84782606,44.44916612293312,4.826086956521738,73.18139130434783,15.163711711711715,20.287651983451244
apartamento,560000000,78.5,3,2,1,san german,6.2700665,-75.5901645,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-san-german-3-habitaciones-2-banos-1-garajes/21417-M6129171,6,13.083333333333334,26.166666666666668,6162.25,1,1,7397673.45896131,91823170.73170732,442911764.7058824,49.56774446038265,4.823529411764706,59.87176470588235,12.412439024390244,20.128926774740876
apartamento,470000000,84.0,4,2,1,belen,6.229489326477051,-75.59650421142578,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-belen-4-habitaciones-2-banos-1-garajes/21410-M6460501,7,12.0,21.0,7056.0,1,1,5727953.015844722,114924705.88235295,800704918.0327868,38.37986536517579,6.967213114754098,139.7890163934426,20.063835294117645,20.3807919467757
apartamento,1380000000,154.0,4,4,2,las lomas no.1,6.2096,-75.56339,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-4-habitaciones-4-banos-2-garajes/20769-M5990307,10,15.4,38.5,23716.0,4,1,8215716.524453497,176623120.72892937,708105479.4520547,55.04900148704765,4.0091324200913245,86.18913242009131,21.49820045558086,21.003660819523347
apartamento,2620000000,498.0,4,5,4,laureles,6.242131233215332,-75.59481811523438,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-laureles-4-habitaciones-5-banos-4-garajes/12116-M5605896,13,38.30769230769231,124.5,248004.0,16,1,6460195.111687219,127370563.38028169,634618245.6140351,43.286217246102424,4.982456140350878,98.23515151515151,19.716209987195903,20.668615533018688
apartamento,1050000000,100.0,2,3,2,santa maria de los angeles,6.1873979568481445,-75.57908630371094,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-3-banos-2-garajes/687-M3344585,7,14.285714285714286,50.0,10000.0,4,1,7586689.421906994,143888210.3939648,608718563.8297873,50.83423655444438,4.2304964539007095,80.23507092198582,18.96587594300084,20.728009241580025
apartamento,900000000,150.0,3,2,2,el tesoro,6.202149391174316,-75.56169128417969,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-2-garajes/687-M5720252,7,21.428571428571427,50.0,22500.0,4,1,7388640.035243283,181116061.45251396,714091960.352423,49.50721645236209,3.94273127753304,96.64727973568282,24.51277374301676,21.10447414707314
casa,1600000000,320.0,3,5,2,los pinos,6.2530202,-75.5979128,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-velodromo-3-habitaciones-5-banos-2-garajes/21303-M6477521,10,32.0,106.66666666666667,102400.0,4,1,6074223.918451084,129788691.34246576,728813420.6153846,40.70003639052246,5.615384615384615,119.98461538461537,21.367123287671234,20.54353700141702
apartamento,1300000000,173.0,4,4,2,patio bonito,6.204587459564209,-75.57510375976562,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-patio-bonito-4-habitaciones-4-banos-2-garajes/20764-M6478824,10,17.3,43.25,29929.0,4,1,6306546.44312479,129001206.27261761,568840425.531915,42.256701955622184,4.409574468085107,90.19840425531916,20.45512665862485,20.709456046129464
apartamento,420000000,54.0,2,2,1,calasanz parte alta,6.2668,-75.602877262,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-calasanz-parte-alta-2-habitaciones-2-banos-1-garajes/12653-M6474063,5,10.8,27.0,2916.0,1,1,5220424.834572745,82450980.39215687,580000000.0,34.97919793435567,7.0344827586206895,111.10206896551725,15.793921568627452,20.120531594187774
apartamento,670000000,80.0,3,2,1,santa maria de los angeles,6.192866802215576,-75.57835388183594,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-1-garajes/687-M2471972,6,13.333333333333334,26.666666666666668,6400.0,1,1,7586689.421906994,143888210.3939648,608718563.8297873,50.83423655444438,4.2304964539007095,80.23507092198582,18.96587594300084,20.728009241580025
apartamento,995000000,77.2,1,1,1,los naranjos,6.195817288,-75.556490662,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-naranjos-1-habitaciones-1-banos-1-garajes/11326-M6444547,3,25.733333333333334,77.2,5959.84,1,1,7138176.074295598,165344669.11764705,673259730.5389222,47.82899509240857,4.07185628742515,94.31817365269463,23.163433823529413,20.949477614086128
apartamento,1500000000,130.0,2,2,2,altos del poblado,6.214477062225342,-75.55789184570312,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-asomadera-no2-2-habitaciones-2-banos-2-garajes/16193-M6076697,6,21.666666666666668,65.0,16900.0,4,1,8653962.51464445,175092749.76961708,706133545.2734177,57.985447029430716,4.0329113924050635,81.59655696202532,20.23266792215945,20.991095029848776
apartamento,1780000000,140.0,3,4,2,palmas,6.177242134,-75.5702360296,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-palmas-3-habitaciones-4-banos-2-garajes/16760-M6064413,9,15.555555555555555,46.666666666666664,19600.0,4,1,12650176.67844523,210588235.29411766,716000000.0,84.76188202336613,3.4,56.6,16.647058823529413,21.305465852108142
apartamento,560000000,70.0,3,2,1,la pradera,6.2607249402,-75.6127824659,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-calasanz-3-habitaciones-2-banos-1-garajes/16760-M6427426,6,11.666666666666666,23.333333333333332,4900.0,1,1,3618156.618156618,63670731.70731708,870166666.6666666,24.24327914192779,13.666666666666666,240.5,17.597560975609756,19.69161110019718
apartamento,895000000,129.0,3,3,1,la florida,6.203191,-75.562287,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-na-3-habitaciones-3-banos-1-garajes/19328-M6276248,7,18.428571428571427,43.0,16641.0,1,1,7710113.01686063,169905531.09072375,676633258.4573748,51.661230236847686,3.9824086603518265,87.75918809201623,22.036710839279646,21.00241302505602
apartamento,1590000000,141.0,3,2,2,la florida,6.20309,-75.56681,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-3-habitaciones-2-banos-2-garajes/11167-M6138359,7,20.142857142857142,47.0,19881.0,4,1,7710113.01686063,169905531.09072375,676633258.4573748,51.661230236847686,3.9824086603518265,87.75918809201623,22.036710839279646,21.00241302505602
apartamento,1740000000,236.0,2,3,2,las lomas no.1,6.2090516,-75.5606752,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-2-habitaciones-3-banos-2-garajes/11704-M5436595,7,33.714285714285715,118.0,55696.0,4,1,8215716.524453497,176623120.72892937,708105479.4520547,55.04900148704765,4.0091324200913245,86.18913242009131,21.49820045558086,21.003660819523347
apartamento,1490000000,230.0,3,3,3,las lomas no.1,6.211545,-75.563289,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-3-habitaciones-3-banos-3-garajes/11704-M6030704,9,25.555555555555557,76.66666666666667,52900.0,9,1,8215716.524453497,176623120.72892937,708105479.4520547,55.04900148704765,4.0091324200913245,86.18913242009131,21.49820045558086,21.003660819523347
casa,2000000000,358.58,5,5,1,boston,6.2497876,-75.5608232,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-boston-5-habitaciones-5-banos-1-garajes/17080-M5072538,11,32.598181818181814,71.716,128579.61639999998,1,1,4436783.383029188,85335335.68904594,832755172.4137931,29.728447217369,9.758620689655173,187.69344827586204,19.233604240282684,19.975003293357553
apartamento,990000000,106.0,3,3,2,villa carlota,6.2233647,-75.5723207,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-ciudad-del-rio-3-habitaciones-3-banos-2-garajes/18714-M6352957,8,13.25,35.333333333333336,11236.0,4,1,9860972.513248164,143798071.89642859,735405664.4931507,66.07295771827317,5.114155251141552,74.57739726027398,14.582544642857146,20.518777670719466
casa,3200000000,350.0,3,5,4,la castellana,6.24176,-75.60317,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-la-castellana-3-habitaciones-5-banos-4-garajes/17801-M5823989,12,29.166666666666668,116.66666666666667,122500.0,16,1,5980548.623404115,125360248.44720496,813830645.1612903,40.07236971762892,6.491935483870968,136.07959677419353,20.961329192546582,20.527000336334403
apartamento,565000000,52.0,1,2,1,la candelaria,6.2476376,-75.5658153,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-ciudad-del-rio-1-habitaciones-2-banos-1-garajes/10583-M5049955,4,13.0,52.0,2704.0,1,1,6190317.218890633,141556288.26903024,798544002.6470588,41.47791379774692,5.641176470588236,128.99888235294117,22.867372262773724,20.60980778452254
apartamento,820000000,140.5,4,5,2,laureles,6.243250370025635,-75.59480285644531,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-laureles-4-habitaciones-5-banos-2-garajes/18794-M5797930,11,12.772727272727273,35.125,19740.25,4,1,6460195.111687219,127370563.38028169,634618245.6140351,43.286217246102424,4.982456140350878,98.23515151515151,19.716209987195903,20.668615533018688
apartamento,950000000,132.5,3,4,1,laureles,6.241786003112793,-75.59671020507812,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-laureles-3-habitaciones-4-banos-1-garajes/18794-M5648939,8,16.5625,44.166666666666664,17556.25,1,1,6460195.111687219,127370563.38028169,634618245.6140351,43.286217246102424,4.982456140350878,98.23515151515151,19.716209987195903,20.668615533018688
apartamento,850000000,90.0,2,2,1,los balsos no.1,6.186973571777344,-75.56109619140625,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no.1-2-habitaciones-2-banos-1-garajes/687-M5441118,5,18.0,45.0,8100.0,1,1,7358340.838913989,172961071.53917623,663291330.1662707,49.30419818866918,3.8349168646080756,90.14142517814726,23.50544441003407,21.050052370150777
apartamento,530000000,130.0,3,2,1,cerro nutibara,6.239573001861572,-75.57779693603516,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-conquistadores-3-habitaciones-2-banos-1-garajes/12116-M4026649,6,21.666666666666668,43.333333333333336,16900.0,1,1,4942999.123063432,100654761.90476191,528437500.0,33.12032070070656,5.25,106.90625,20.363095238095237,20.247548175337293
apartamento,370000000,75.0,3,2,0,el danubio,6.25497752,-75.606108725,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-danubio-3-habitaciones-2-banos/21303-M6100434,5,15.0,25.0,5625.0,0,0,5009547.975872417,103294642.85714285,1446125000.0,33.56622799148748,14.0,288.67375,20.61955357142857,19.988471412248106
apartamento,1650000000,178.0,3,4,2,alejandria,6.200577259063721,-75.56989288330078,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M5213978,9,19.77777777777778,59.333333333333336,31684.0,4,1,7061101.707880057,152463909.7744361,602307920.7920792,47.31256211924138,3.9504950495049505,85.29942574257426,21.59208521303258,20.88207628452947
apartamento,700000000,74.0,1,2,1,san lucas,6.179680824279785,-75.56370544433594,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-san-lucas-1-habitaciones-2-banos-1-garajes/687-M6297394,4,18.5,74.0,5476.0,1,1,7015939.76117399,163512395.83333334,645974897.1193416,47.009956733091485,3.9506172839506175,92.07246913580248,23.305843750000005,20.959144863995913
apartamento,1550000000,230.0,4,5,2,el diamante no.2,6.1881025,-75.577045,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-diamante-no.-2-4-habitaciones-5-banos-2-garajes/11976-M6026481,11,20.90909090909091,57.5,52900.0,4,1,6938903.1868942855,145274509.80392158,617416666.6666666,46.49377698425788,4.249999999999999,88.979,20.93623529411765,20.736766307719375
apartamento,817000000,141.0,3,3,1,laureles,6.23968759,-75.59502069,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-laureles-3-habitaciones-3-banos-1-garajes/20033-M6002953,7,20.142857142857142,47.0,19881.0,1,1,6460195.111687219,127370563.38028169,634618245.6140351,43.286217246102424,4.982456140350878,98.23515151515151,19.716209987195903,20.668615533018688
apartamento,910000000,120.0,3,2,2,la florida,6.2059197425842285,-75.56456756591797,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-florida-3-habitaciones-2-banos-2-garajes/687-M6059424,7,17.142857142857142,40.0,14400.0,4,1,7710113.01686063,169905531.09072375,676633258.4573748,51.661230236847686,3.9824086603518265,87.75918809201623,22.036710839279646,21.00241302505602
apartamento,1570000000,192.0,3,4,4,alejandria,6.200351,-75.569037329,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-alejandria-3-habitaciones-4-banos-4-garajes/11976-M6286455,11,17.454545454545453,64.0,36864.0,16,1,7061101.707880057,152463909.7744361,602307920.7920792,47.31256211924138,3.9504950495049505,85.29942574257426,21.59208521303258,20.88207628452947
apartamento,1130000000,240.0,3,4,2,san lucas,6.181740760803223,-75.5682601928711,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-san-lucas-3-habitaciones-4-banos-2-garajes/687-M3349805,9,26.666666666666668,80.0,57600.0,4,1,7015939.76117399,163512395.83333334,645974897.1193416,47.009956733091485,3.9506172839506175,92.07246913580248,23.305843750000005,20.959144863995913
apartamento,650000000,100.0,3,3,2,estadio,6.258139610290527,-75.59365844726562,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-estadio-3-habitaciones-3-banos-2-garajes/21832-M6480896,8,12.5,33.333333333333336,10000.0,4,1,5372707.7280327985,105122282.60869566,823085106.3829787,35.99956191643598,7.829787234042552,153.19744680851065,19.565978260869567,20.421394769823447
apartamento,550000000,74.0,3,2,1,la loma de los bernal,6.218718269,-75.60160601,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/21417-M6128956,6,12.333333333333334,24.666666666666668,5476.0,1,1,6633757.902044472,100592392.3918919,485467632.84782606,44.44916612293312,4.826086956521738,73.18139130434783,15.163711711711715,20.287651983451244
apartamento,849000000,96.0,3,2,2,simon bolivar,6.2471618,-75.60554732,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-simon-bolivar-3-habitaciones-2-banos-2-garajes/20033-M6384387,7,13.714285714285714,32.0,9216.0,4,1,5283695.533931524,120135638.29787233,836500000.0,35.40314012037451,6.962962962962964,158.3172222222222,22.737047872340423,20.51174187391021
apartamento,900000000,110.0,3,2,1,castropol,6.214444,-75.5679074,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/19797-M5801269,6,18.333333333333332,36.666666666666664,12100.0,1,1,7631639.408896536,129979296.83372922,582141318.7978723,51.13542171501621,4.478723404255319,76.27998226950355,17.031634996041173,20.62591919209418
apartamento,1300000000,148.0,2,2,2,altos del poblado,6.214793682098389,-75.55486297607422,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-altos-del-poblado-2-habitaciones-2-banos-2-garajes/687-M2959208,6,24.666666666666668,74.0,21904.0,4,1,8653962.51464445,175092749.76961708,706133545.2734177,57.985447029430716,4.0329113924050635,81.59655696202532,20.23266792215945,20.991095029848776
apartamento,990000000,213.0,4,3,2,los conquistadores,6.243377208709717,-75.58126068115234,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-conquistadores-4-habitaciones-3-banos-2-garajes/12116-M5824427,9,23.666666666666668,53.25,45369.0,4,1,6476873.42764937,125414307.0539419,702903441.8604652,43.39796947580378,5.604651162790698,108.52511627906978,19.363402489626555,20.536286526593017
apartamento,750000000,107.0,3,2,1,castropol,6.2167350186,-75.566174984,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/20490-M6364695,6,17.833333333333332,35.666666666666664,11449.0,1,1,7631639.408896536,129979296.83372922,582141318.7978723,51.13542171501621,4.478723404255319,76.27998226950355,17.031634996041173,20.62591919209418
apartamento,2500000000,240.0,3,3,2,los balsos no.1,6.187232971191406,-75.5597152709961,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no1-3-habitaciones-3-banos-2-garajes/687-M6294066,8,30.0,80.0,57600.0,4,1,7358340.838913989,172961071.53917623,663291330.1662707,49.30419818866918,3.8349168646080756,90.14142517814726,23.50544441003407,21.050052370150777
apartamento,770000000,86.0,2,2,1,lalinde,6.2125325202941895,-75.56542205810547,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-linde-2-habitaciones-2-banos-1-garajes/687-M6229314,5,17.2,43.0,7396.0,1,1,8212082.744136865,164535502.8801956,659755104.6862745,55.02465352208823,4.009803921568627,80.33955882352942,20.035782396088017,20.89622396180771
apartamento,1750000000,260.0,4,3,3,el tesoro,6.200557,-75.5615387,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-tomatera-4-habitaciones-3-banos-3-garajes/22123-M6453791,10,26.0,65.0,67600.0,9,1,7388640.035243283,181116061.45251396,714091960.352423,49.50721645236209,3.94273127753304,96.64727973568282,24.51277374301676,21.10447414707314
apartamento,995000000,138.0,2,2,2,lalinde,6.213317394256592,-75.56484985351562,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-linde-2-habitaciones-2-banos-2-garajes/687-M3822430,6,23.0,69.0,19044.0,4,1,8212082.744136865,164535502.8801956,659755104.6862745,55.02465352208823,4.009803921568627,80.33955882352942,20.035782396088017,20.89622396180771
apartamento,705000000,62.0,2,2,1,fatima,6.2379915639,-75.5867860281,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-laureles-2-habitaciones-2-banos-1-garajes/16507-M6073975,5,12.4,31.0,3844.0,1,1,5666641.465523192,114165562.91390729,820904761.9047619,37.96905036020607,7.19047619047619,144.8661904761905,20.14695364238411,20.370543743287303
apartamento,1370000000,330.0,3,4,3,los balsos no.1,6.188679218292236,-75.5638198852539,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-3-garajes/687-M3616454,10,33.0,110.0,108900.0,9,1,7358340.838913989,172961071.53917623,663291330.1662707,49.30419818866918,3.8349168646080756,90.14142517814726,23.50544441003407,21.050052370150777
apartamento,570000000,75.0,3,2,1,santa fe,6.22037349,-75.57788232,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-shellmar-3-habitaciones-2-banos-1-garajes/21131-M6216909,6,12.5,25.0,5625.0,1,1,7324423.986900295,113615000.0,757433333.3333334,49.076940002316164,6.666666666666667,103.412,15.511800000000001,20.223271915786253
apartamento,1280000000,128.0,2,3,2,los balsos no.1,6.1891984939575195,-75.56619262695312,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no.1-2-habitaciones-3-banos-2-garajes/687-M4725006,7,18.285714285714285,64.0,16384.0,4,1,7358340.838913989,172961071.53917623,663291330.1662707,49.30419818866918,3.8349168646080756,90.14142517814726,23.50544441003407,21.050052370150777
apartamento,920000000,166.0,4,5,2,laureles,6.240302,-75.597746,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-laureles-4-habitaciones-5-banos-2-garajes/10159-M6432431,11,15.090909090909092,41.5,27556.0,4,1,6460195.111687219,127370563.38028169,634618245.6140351,43.286217246102424,4.982456140350878,98.23515151515151,19.716209987195903,20.668615533018688
apartamento,613000000,98.0,3,2,2,las acacias,6.241136074066162,-75.60033416748047,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-las-acacias-3-habitaciones-2-banos-2-garajes/17149-M6282251,7,14.0,32.666666666666664,9604.0,4,1,5983838.435093684,113359145.52736983,624308823.5294118,40.094412937846194,5.507352941176471,104.3325,18.94421895861148,20.495866375084656
apartamento,477000000,60.0,2,2,2,san german,6.270613670349121,-75.59253692626953,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-san-german-2-habitaciones-2-banos-2-garajes/16963-M6086954,6,10.0,30.0,3600.0,4,1,7397673.45896131,91823170.73170732,442911764.7058824,49.56774446038265,4.823529411764706,59.87176470588235,12.412439024390244,20.128926774740876
apartamento,680000000,80.0,3,2,1,belen rincon,6.217144966125488,-75.60539245605469,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/17149-M6445684,6,13.333333333333334,26.666666666666668,6400.0,1,1,7820232.734406348,105029940.11976048,501142857.14285713,52.399081947880376,4.771428571428571,64.08285714285715,13.43053892215569,20.197048915957634
apartamento,630000000,158.0,4,3,0,santa teresita,6.24442854,-75.611382994,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-santa-teresita-4-habitaciones-3-banos/10159-M6440894,7,22.571428571428573,39.5,24964.0,0,0,5469005.679083645,112509900.99009901,946958333.3333334,36.644801565932084,8.416666666666666,173.15000000000003,20.572277227722775,20.446186848988066
casa,3495000000,420.0,5,4,4,las lomas no.1,6.2127526134,-75.5603587202,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-poblado-transversal-inferior-5-habitaciones-4-banos-4-garajes/18538-M5497015,13,32.30769230769231,84.0,176400.0,16,1,8215716.524453497,176623120.72892937,708105479.4520547,55.04900148704765,4.0091324200913245,86.18913242009131,21.49820045558086,21.003660819523347
apartamento,1580000000,220.0,3,3,2,la florida,6.2044026,-75.565664,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-3-habitaciones-3-banos-2-garajes/11704-M6144802,8,27.5,73.33333333333333,48400.0,4,1,7710113.01686063,169905531.09072375,676633258.4573748,51.661230236847686,3.9824086603518265,87.75918809201623,22.036710839279646,21.00241302505602
casa,1350000000,227.0,4,4,2,simon bolivar,6.246655916,-75.6038432842,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-simon-bolivar-4-habitaciones-4-banos-2-garajes/14973-M6107000,10,22.7,56.75,51529.0,4,1,5283695.533931524,120135638.29787233,836500000.0,35.40314012037451,6.962962962962964,158.3172222222222,22.737047872340423,20.51174187391021
casa,2000000000,189.0,5,5,1,la castellana,6.2401929,-75.6051173,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-medellin-5-habitaciones-5-banos-1-garajes/11704-M4936599,11,17.181818181818183,37.8,35721.0,1,1,5980548.623404115,125360248.44720496,813830645.1612903,40.07236971762892,6.491935483870968,136.07959677419353,20.961329192546582,20.527000336334403
casa,950000000,156.0,4,3,1,el velodromo,6.2521965,-75.5938505,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-velodromo-4-habitaciones-3-banos-1-garajes/737-M4948696,8,19.5,39.0,24336.0,1,1,5889138.642897255,114827893.17507419,758764705.882353,39.45988167256607,6.607843137254902,128.8413725490196,19.49824925816024,20.43550811385011
casa,730000000,205.0,5,5,1,san bernardo,6.226243019104004,-75.59581756591797,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-san-bernardo-5-habitaciones-5-banos-1-garajes/18794-M5688195,11,18.636363636363637,41.0,42025.0,1,1,4809499.194210479,85961956.52173913,790850000.0,32.22581104228868,9.200000000000001,164.43499999999997,17.873369565217388,20.140454568154322
