tipo,precio,area,habitaciones,baños,parqueaderos,nombre,latitud,longitud,url,espacios,axe,axh,axa,parq2,garaje_bin,ppmc,pppz,pppp,new_index,pppp/pppz,pppp/ppmc,pppz/ppmc,barrio_count,barrio_te
apartamento,3200000,105.0,3,3,2,Los Naranjos,6.192909240722656,-75.56085968017578,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-3-banos-2-garajes/687-M2754748,8,13.125,35.0,11025.0,4,1,53191.79337828114,954885.145482389,3779030.303030303,75.98827625468734,3.9575757575757575,71.04536363636365,17.951738131699848,186,
apartamento,5300000,148.0,3,4,1,La Floresta,6.254791259765625,-75.6007080078125,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-floresta-3-habitaciones-4-banos-1-garajes/12116-M4571654,8,18.5,49.333333333333336,21904.0,1,1,29801.980198019803,586017.6991150442,5518333.333333333,42.57425742574257,9.416666666666666,185.16666666666666,19.66371681415929,16,
apartamento,6750000,180.0,3,3,1,San Lucas,6.181158065795898,-75.56927490234375,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no2-3-habitaciones-3-banos-1-garajes/687-M6038350,7,25.714285714285715,60.0,32400.0,1,1,51309.5937989684,1088151.9507186858,4280533.117932148,73.29941971281201,3.9337641357027464,83.42558966074313,21.207572895277206,332,
apartamento,10200000,161.0,3,4,2,Laureles,6.2427802085876465,-75.5958480834961,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-4-banos-2-garajes/12116-M6137772,9,17.88888888888889,53.666666666666664,25921.0,4,1,38674.681256121534,734801.2889366273,3638829.787234043,55.24954465160219,4.952127659574468,94.08816489361703,18.999543501611175,271,
apartamento,6700000,136.0,2,3,2,El Poblado,6.209064483642578,-75.56769561767578,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-2-habitaciones-3-banos-2-garajes/687-M5987135,7,19.428571428571427,68.0,18496.0,4,1,55975.988001215745,1198166.0231660232,5215546.218487395,79.96569714459392,4.352941176470588,93.17470588235295,21.405000000000005,75,
apartamento,5600000,100.0,3,2,1,Alejandría,6.1985764503479,-75.57109069824219,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-2-banos-1-garajes/687-M5601444,6,16.666666666666668,33.333333333333336,10000.0,1,1,50327.58429434977,956401.826755297,3908419.689303905,71.89654899192824,4.086587436332767,77.65959252971138,19.003531366846698,338,
apartamento,8200000,170.0,3,4,2,El Tesoro,6.203347682952881,-75.55573272705078,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M5430282,9,18.88888888888889,56.666666666666664,28900.0,4,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
apartamento,9300000,199.0,2,3,2,San Lucas,6.179638385772705,-75.56391906738281,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-3-banos-2-garajes/687-M6051576,7,28.428571428571427,99.5,39601.0,4,1,51309.5937989684,1088151.9507186858,4280533.117932148,73.29941971281201,3.9337641357027464,83.42558966074313,21.207572895277206,332,
apartamento,3850000,86.0,3,2,1,Santa María de Los Ángeles,6.193399,-75.577553,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-1-garajes/21472-M6448654,6,14.333333333333334,28.666666666666668,7396.0,1,1,50371.8176973218,855814.6766169154,3759972.6775956284,71.95973956760258,4.39344262295082,74.64437158469946,16.98995024875622,235,
apartamento,3950000,87.0,3,2,1,Castropol,6.2154765129089355,-75.56692504882812,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M6266387,6,14.5,29.0,7569.0,1,1,51110.478136788275,812016.8067226891,3732489.270386266,73.0149687668404,4.5965665236051505,73.02786838340486,15.887482103952692,475,
apartamento,7200000,130.0,3,3,1,Altos del Poblado,6.214477062225342,-75.55789184570312,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no2-3-habitaciones-3-banos-1-garajes/687-M6038340,7,18.571428571428573,43.333333333333336,16900.0,1,1,57348.39322064172,1045577.9325120514,4603995.2830188675,81.92627602948818,4.403301886792453,80.28115566037735,18.23203535083021,276,
apartamento,3450000,88.0,3,2,1,El Diamante No.2,6.181491851806641,-75.57107543945312,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-1-garajes/687-M5041242,6,14.666666666666666,29.333333333333332,7744.0,1,1,45908.62844303187,849211.0874200426,3829615.3846153845,65.58375491861696,4.509615384615385,83.41820512820512,18.497853589196872,202,
apartamento,3600000,77.0,2,2,2,Los Conquistadores,6.242647647857666,-75.58167266845703,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-2-habitaciones-2-banos-2-garajes/12116-M5657028,6,12.833333333333334,38.5,5929.0,4,1,38541.58754272693,725894.1344778255,3843939.393939394,55.05941077532418,5.295454545454546,99.73484848484848,18.834048640915594,106,
apartamento,3350000,127.0,3,3,1,La Palma,6.228213310241699,-75.6018295288086,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-palma-3-habitaciones-3-banos-1-garajes/12116-M5362965,7,18.142857142857142,42.333333333333336,16129.0,1,1,34231.30515559684,638095.2380952381,3983783.7837837837,48.901864507995484,6.243243243243243,116.37837837837837,18.64069264069264,37,
apartamento,5600000,100.0,3,2,1,El Tesoro,6.203347682952881,-75.55573272705078,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-1-garajes/687-M5430305,6,16.666666666666668,33.333333333333336,10000.0,1,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
apartamento,4600000,105.0,3,2,2,El Tesoro,6.204051494598389,-75.55583953857422,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-2-garajes/687-M5036899,7,15.0,35.0,11025.0,4,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
apartamento,6300000,80.0,3,2,1,San Diego,6.233943939208984,-75.57000732421875,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/687-M5985646,6,13.333333333333334,26.666666666666668,6400.0,1,1,48718.27488321955,695297.2256410257,3766193.3055555555,69.5975355474565,5.416666666666666,77.30555555555554,14.271794871794873,96,
apartamento,3900000,97.0,2,3,2,El Tesoro,6.2042131423950195,-75.55533599853516,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5985717,7,13.857142857142858,48.5,9409.0,4,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
apartamento,5500000,110.0,3,3,2,Villa Carlota,6.223221,-75.572245,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-3-banos-2-garajes/21472-M6383451,8,13.75,36.666666666666664,12100.0,4,1,55077.373494113235,766566.5722379603,3656729.7297297297,78.68196213444747,4.77027027027027,66.39259459459458,13.91799433427762,296,
apartamento,17100000,126.0,4,4,3,La Florida,6.2060627937316895,-75.56844329833984,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-4-habitaciones-4-banos-3-garajes/687-M5856093,11,11.454545454545455,31.5,15876.0,9,1,48641.34779170759,975568.57573474,4090298.5781990523,69.48763970243941,4.192733017377567,84.0909794628752,20.05636397889977,350,
apartamento,4200000,80.0,3,2,1,San Diego,6.233943939208984,-75.57000732421875,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/687-M5985666,6,13.333333333333334,26.666666666666668,6400.0,1,1,48718.27488321955,695297.2256410257,3766193.3055555555,69.5975355474565,5.416666666666666,77.30555555555554,14.271794871794873,96,
apartamento,3500000,86.0,2,2,1,Calasanz,6.260910511016846,-75.5979995727539,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-2-habitaciones-2-banos-1-garajes/12116-M6036212,5,17.2,43.0,7396.0,1,1,33177.367318831006,648892.9889298893,5328787.878787879,47.39623902690144,8.212121212121213,160.61515151515152,19.55830258302583,44,
apartamento,7200000,160.0,3,3,2,El Tesoro,6.198020935058594,-75.55680847167969,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M5761707,8,20.0,53.333333333333336,25600.0,4,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
apartamento,10800000,200.0,3,4,3,Los Balsos No.1,6.19459,-75.56449,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-4-banos-3-garajes/5606-M5769334,10,20.0,66.66666666666667,40000.0,9,1,52037.343937504564,1051901.7165937396,4139337.7483443706,74.33906276786367,3.9350993377483436,79.54552317880795,20.214362167620333,391,
apartamento,3300000,80.0,3,2,1,La Loma de Los Bernal,6.21841594,-75.602996459,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/17021-M6342752,6,13.333333333333334,26.666666666666668,6400.0,1,1,39815.87301587302,586623.0121608981,3167171.717171717,56.879818594104314,5.398989898989898,79.54545454545453,14.733395696913004,172,
casa,9000000,220.0,3,4,2,Castropol,6.21458,-75.56503,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-castropol-3-habitaciones-4-banos-2-garajes/11167-M6362499,9,24.444444444444443,73.33333333333333,48400.0,4,1,51110.478136788275,812016.8067226891,3732489.270386266,73.0149687668404,4.5965665236051505,73.02786838340486,15.887482103952692,475,
apartamento,14000000,245.0,3,4,2,Los Balsos No.1,6.19086,-75.55885,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-4-banos-2-garajes/16120-M6445155,9,27.22222222222222,81.66666666666667,60025.0,4,1,52037.343937504564,1051901.7165937396,4139337.7483443706,74.33906276786367,3.9350993377483436,79.54552317880795,20.214362167620333,391,
apartamento,3100000,73.0,3,3,1,Asomadera No.1,6.2294815,-75.5645823,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-indio-3-habitaciones-3-banos-1-garajes/98-M6352997,7,10.428571428571429,24.333333333333332,5329.0,1,1,50894.75886201126,707768.5950413223,3892727.272727273,72.7067983743018,5.500000000000001,76.48581818181819,13.906512396694215,104,
apartamento,5900000,144.0,3,3,0,Los Balsos No.2,6.195822692,-75.568582317,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.-2-3-habitaciones-3-banos/18777-M6376736,6,24.0,48.0,20736.0,0,0,49940.025395249206,920418.7898089172,3794461.7067833696,71.34289342178458,4.12253829321663,75.98037199124727,18.430483014861995,260,
apartamento,3100000,74.0,2,2,1,Bolivariana,6.249051094055176,-75.58966827392578,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-bolivariana-2-habitaciones-2-banos-1-garajes/12116-M5824284,5,14.8,37.0,5476.0,1,1,42917.91884781253,691733.6612021858,3835977.5757575757,61.311312639732186,5.545454545454545,89.37939393939394,16.117595628415298,27,
apartamento,3350000,95.0,3,2,1,Laureles,6.242865562438965,-75.59593963623047,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-1-garajes/12116-M5856755,6,15.833333333333334,31.666666666666668,9025.0,1,1,38674.681256121534,734801.2889366273,3638829.787234043,55.24954465160219,4.952127659574468,94.08816489361703,18.999543501611175,271,
apartamento,6750000,68.0,3,2,1,Santa Fé,6.220792770385742,-75.58302307128906,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-3-habitaciones-2-banos-1-garajes/12116-M5615288,6,11.333333333333334,22.666666666666668,4624.0,1,1,54802.04342273308,734760.2739726028,3900909.090909091,78.28863346104725,5.309090909090909,71.18181818181819,13.407534246575343,54,
apartamento,4000000,79.0,2,2,1,Alejandría,6.199613571166992,-75.56948852539062,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-1-garajes/687-M5206805,5,15.8,39.5,6241.0,1,1,50327.58429434977,956401.826755297,3908419.689303905,71.89654899192824,4.086587436332767,77.65959252971138,19.003531366846698,338,
apartamento,6800000,122.0,2,3,2,San Lucas,6.1799798011779785,-75.56417846679688,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-3-banos-2-garajes/687-M4789228,7,17.428571428571427,61.0,14884.0,4,1,51309.5937989684,1088151.9507186858,4280533.117932148,73.29941971281201,3.9337641357027464,83.42558966074313,21.207572895277206,332,
apartamento,3400000,100.0,3,2,2,Alejandría,6.19909143447876,-75.56861114501953,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-2-banos-2-garajes/687-M5287851,7,14.285714285714286,33.333333333333336,10000.0,4,1,50327.58429434977,956401.826755297,3908419.689303905,71.89654899192824,4.086587436332767,77.65959252971138,19.003531366846698,338,
casa,9700000,168.0,3,3,2,San Lucas,6.180745601654053,-75.5618667602539,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/687-M3398001,8,21.0,56.0,28224.0,4,1,51309.5937989684,1088151.9507186858,4280533.117932148,73.29941971281201,3.9337641357027464,83.42558966074313,21.207572895277206,332,
apartamento,4300000,75.0,3,2,1,Facultad de Minas U. Nacional,6.27263,-75.59003,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-colores-3-habitaciones-2-banos-1-garajes/17287-M6256551,6,12.5,25.0,5625.0,1,1,57333.333333333336,716666.6666666666,2150000.0,81.90476190476191,3.0,37.5,12.499999999999998,1,
apartamento,7900000,97.0,1,2,1,Las Lomas No.2,6.209516525268555,-75.55772399902344,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no2-1-habitaciones-2-banos-1-garajes/16642-M6427052,4,24.25,97.0,9409.0,1,1,47091.882247992864,965082.2669104205,4124218.75,67.27411749713266,4.2734375,87.578125,20.493601462522854,78,
apartamento,5600000,122.0,2,3,2,San Lucas,6.176936626434326,-75.56451416015625,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-3-banos-2-garajes/687-M4789280,7,17.428571428571427,61.0,14884.0,4,1,51309.5937989684,1088151.9507186858,4280533.117932148,73.29941971281201,3.9337641357027464,83.42558966074313,21.207572895277206,332,
apartamento,2600000,68.0,2,2,0,Calasanz,6.2660758,-75.597833004,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-2-habitaciones-2-banos/21388-M6472497,4,17.0,34.0,4624.0,0,0,33177.367318831006,648892.9889298893,5328787.878787879,47.39623902690144,8.212121212121213,160.61515151515152,19.55830258302583,44,
apartamento,2800000,70.0,3,2,1,La Colina,6.197312355041504,-75.59371948242188,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-colina-3-habitaciones-2-banos-1-garajes/12116-M5102640,6,11.666666666666666,23.333333333333332,4900.0,1,1,38487.15509039011,518589.74358974356,2889285.714285714,54.981650129128724,5.571428571428571,75.07142857142856,13.474358974358973,15,
apartamento,4200000,100.0,3,2,1,El Diamante No.2,6.183598041534424,-75.57119750976562,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-1-garajes/687-M4756214,6,16.666666666666668,33.333333333333336,10000.0,1,1,45908.62844303187,849211.0874200426,3829615.3846153845,65.58375491861696,4.509615384615385,83.41820512820512,18.497853589196872,202,
apartamento,8000000,100.0,1,2,2,El Poblado,6.2084,-75.5658,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-provenza-1-habitaciones-2-banos-2-garajes/21565-M6433634,5,20.0,100.0,10000.0,4,1,55975.988001215745,1198166.0231660232,5215546.218487395,79.96569714459392,4.352941176470588,93.17470588235295,21.405000000000005,75,
apartamento,5400000,140.0,3,3,2,El Tesoro,6.204051494598389,-75.55583953857422,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M4815581,8,17.5,46.666666666666664,19600.0,4,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
apartamento,2800000,112.0,3,2,1,San Joaquín,6.246918201446533,-75.58499145507812,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-joaquin-3-habitaciones-2-banos-1-garajes/12116-M5946661,6,18.666666666666668,37.333333333333336,12544.0,1,1,34185.23372651813,558928.5714285715,4347222.222222222,48.836048180740185,7.777777777777777,127.16666666666667,16.35,47,
apartamento,3300000,117.0,3,2,2,Laureles,6.242351055145264,-75.59495544433594,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-2-garajes/12116-M5591839,7,16.714285714285715,39.0,13689.0,4,1,38674.681256121534,734801.2889366273,3638829.787234043,55.24954465160219,4.952127659574468,94.08816489361703,18.999543501611175,271,
apartamento,9500000,160.0,4,5,2,Altos del Poblado,6.2170229923,-75.5553066724,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-4-habitaciones-5-banos-2-garajes/20765-M6000171,11,14.545454545454545,40.0,25600.0,4,1,57348.39322064172,1045577.9325120514,4603995.2830188675,81.92627602948818,4.403301886792453,80.28115566037735,18.23203535083021,276,
apartamento,4500000,100.0,3,2,2,Los Balsos No.2,6.196910381317139,-75.56908416748047,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-2-banos-2-garajes/687-M5287828,7,14.285714285714286,33.333333333333336,10000.0,4,1,49940.025395249206,920418.7898089172,3794461.7067833696,71.34289342178458,4.12253829321663,75.98037199124727,18.430483014861995,260,
apartamento,3700000,65.0,2,2,1,Asomadera No.2,6.21803816,-75.56136389,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.-2-2-habitaciones-2-banos-1-garajes/21528-M6473491,5,13.0,32.5,4225.0,1,1,48368.178983649144,834368.9320388349,3978703.703703704,69.09739854807022,4.768518518518519,82.25870370370372,17.250368932038835,76,
casa,7800000,271.0,3,4,2,Los Balsos No.2,6.193819999694824,-75.56867218017578,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.2-3-habitaciones-4-banos-2-garajes/687-M2585548,9,30.11111111111111,90.33333333333333,73441.0,4,1,49940.025395249206,920418.7898089172,3794461.7067833696,71.34289342178458,4.12253829321663,75.98037199124727,18.430483014861995,260,
apartamento,5000000,80.0,3,2,1,Villa Carlota,6.22439432144165,-75.57479095458984,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/687-M4863699,6,13.333333333333334,26.666666666666668,6400.0,1,1,55077.373494113235,766566.5722379603,3656729.7297297297,78.68196213444747,4.77027027027027,66.39259459459458,13.91799433427762,296,
apartamento,18800000,184.0,3,2,2,La Florida,6.206090450286865,-75.56298065185547,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-2-banos-2-garajes/687-M6107489,7,26.285714285714285,61.333333333333336,33856.0,4,1,48641.34779170759,975568.57573474,4090298.5781990523,69.48763970243941,4.192733017377567,84.0909794628752,20.05636397889977,350,
casa,18000000,270.0,5,4,0,Las Acacias,6.23878,-75.60254,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-las-acacias-5-habitaciones-4-banos/17287-M5608861,9,30.0,54.0,72900.0,0,0,35486.92515779982,761218.5686653772,4741566.265060241,50.69560736828546,6.228915662650603,133.6144578313253,21.450676982591876,78,
apartamento,3450000,60.0,2,2,1,Asomadera No.1,6.22546,-75.56105,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-loma-del-indio-2-habitaciones-2-banos-1-garajes/22122-M6448064,5,12.0,30.0,3600.0,1,1,50894.75886201126,707768.5950413223,3892727.272727273,72.7067983743018,5.500000000000001,76.48581818181819,13.906512396694215,104,
apartamento,7200000,64.0,1,2,0,La Florida,6.205738544464111,-75.56405639648438,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-1-habitaciones-2-banos/687-M6004936,3,21.333333333333332,64.0,4096.0,0,0,48641.34779170759,975568.57573474,4090298.5781990523,69.48763970243941,4.192733017377567,84.0909794628752,20.05636397889977,350,
apartamento,2500000,55.0,3,2,1,Cuarta Brigada,6.26167106628418,-75.58807373046875,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-cuarta-brigada-3-habitaciones-2-banos-1-garajes/12116-M5364339,6,9.166666666666666,18.333333333333332,3025.0,1,1,36984.536082474224,551923.0769230769,3587500.0,52.83505154639175,6.500000000000001,97.00000000000001,14.923076923076923,8,
casa,9500000,200.0,3,3,1,San Lucas,6.18249,-75.56292,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-san-lucas-3-habitaciones-3-banos-1-garajes/11167-M4896821,7,28.571428571428573,66.66666666666667,40000.0,1,1,51309.5937989684,1088151.9507186858,4280533.117932148,73.29941971281201,3.9337641357027464,83.42558966074313,21.207572895277206,332,
apartamento,13000000,215.0,3,5,2,Los Balsos No.2,6.195581,-75.569881,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-3-habitaciones-5-banos-2-garajes/4673-M6386034,10,21.5,71.66666666666667,46225.0,4,1,49940.025395249206,920418.7898089172,3794461.7067833696,71.34289342178458,4.12253829321663,75.98037199124727,18.430483014861995,260,
casa,8000000,260.0,4,4,0,Manila,6.2126,-75.57095,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-manila-4-habitaciones-4-banos/11167-M5811057,8,32.5,65.0,67600.0,0,0,51796.66958808063,1301762.114537445,7776315.7894736845,73.99524226868661,5.973684210526316,150.13157894736844,25.13215859030837,34,
apartamento,3000000,95.0,3,2,0,San Joaquín,6.246974,-75.585161,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-joaquin-laureles-3-habitaciones-2-banos/4673-M6141720,5,19.0,31.666666666666668,9025.0,0,0,34185.23372651813,558928.5714285715,4347222.222222222,48.836048180740185,7.777777777777777,127.16666666666667,16.35,47,
apartamento,4500000,126.0,4,4,0,Estadio,6.261014,-75.595298,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-estadio-4-habitaciones-4-banos/14894-M6420925,8,15.75,31.5,15876.0,0,0,30765.253360910032,607142.8571428572,4958333.333333333,43.95036194415719,8.166666666666666,161.16666666666666,19.73469387755102,14,
apartamento,4800000,88.0,3,2,1,Villa Carlota,6.22045,-75.57458,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-ciudad-del-rio-3-habitaciones-2-banos-1-garajes/16120-M6100034,6,14.666666666666666,29.333333333333332,7744.0,1,1,55077.373494113235,766566.5722379603,3656729.7297297297,78.68196213444747,4.77027027027027,66.39259459459458,13.91799433427762,296,
apartamento,4100000,76.0,2,3,1,Villa Carlota,6.22197,-75.57365,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-3-banos-1-garajes/18597-M6133726,6,12.666666666666666,38.0,5776.0,1,1,55077.373494113235,766566.5722379603,3656729.7297297297,78.68196213444747,4.77027027027027,66.39259459459458,13.91799433427762,296,
apartamento,3800000,120.0,3,2,1,La Castellana,6.240705966949463,-75.60765838623047,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-3-habitaciones-2-banos-1-garajes/12116-M5657648,6,20.0,40.0,14400.0,1,1,35365.03444113791,766875.4512635379,5446782.051282051,50.52147777305416,7.102564102564102,154.01602564102564,21.684566787003607,85,
apartamento,3300000,135.0,3,3,2,Castropol,6.215660095214844,-75.56392669677734,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-3-habitaciones-3-banos-2-garajes/687-M1982549,8,16.875,45.0,18225.0,4,1,51110.478136788275,812016.8067226891,3732489.270386266,73.0149687668404,4.5965665236051505,73.02786838340486,15.887482103952692,475,
apartamento,4800000,141.0,3,2,2,Laureles,6.242351055145264,-75.59495544433594,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-2-garajes/12116-M5444483,7,20.142857142857142,47.0,19881.0,4,1,38674.681256121534,734801.2889366273,3638829.787234043,55.24954465160219,4.952127659574468,94.08816489361703,18.999543501611175,271,
apartamento,5200000,52.0,1,2,1,Villa Carlota,6.220077037811279,-75.5752944946289,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-1-habitaciones-2-banos-1-garajes/687-M5665687,4,13.0,52.0,2704.0,1,1,55077.373494113235,766566.5722379603,3656729.7297297297,78.68196213444747,4.77027027027027,66.39259459459458,13.91799433427762,296,
apartamento,3400000,70.0,3,2,1,Altos del Poblado,6.2146711349487305,-75.55535888671875,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-2-banos-1-garajes/687-M5365171,6,11.666666666666666,23.333333333333332,4900.0,1,1,57348.39322064172,1045577.9325120514,4603995.2830188675,81.92627602948818,4.403301886792453,80.28115566037735,18.23203535083021,276,
apartamento,4300000,80.0,3,2,1,Los Balsos No.1,6.193238735198975,-75.56443786621094,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-2-banos-1-garajes/687-M2806833,6,13.333333333333334,26.666666666666668,6400.0,1,1,52037.343937504564,1051901.7165937396,4139337.7483443706,74.33906276786367,3.9350993377483436,79.54552317880795,20.214362167620333,391,
apartamento,5570000,80.0,2,2,1,Altos del Poblado,6.214367389678955,-75.55345153808594,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-2-banos-1-garajes/687-M6145777,5,16.0,40.0,6400.0,1,1,57348.39322064172,1045577.9325120514,4603995.2830188675,81.92627602948818,4.403301886792453,80.28115566037735,18.23203535083021,276,
apartamento,5000000,78.0,1,2,1,Lalinde,6.212959289550781,-75.56752014160156,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-1-habitaciones-2-banos-1-garajes/687-M5601466,4,19.5,78.0,6084.0,1,1,55648.79272697397,1030855.6097560975,4515500.0,79.49827532424852,4.380341880341881,81.1428205128205,18.52431219512195,150,
apartamento,5900000,178.0,3,3,2,Laureles,6.242395877838135,-75.59571838378906,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-3-banos-2-garajes/12116-M6345426,8,22.25,59.333333333333336,31684.0,4,1,38674.681256121534,734801.2889366273,3638829.787234043,55.24954465160219,4.952127659574468,94.08816489361703,18.999543501611175,271,
apartamento,6150000,79.0,2,2,1,Santa María de Los Ángeles,6.190048694610596,-75.57859802246094,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-2-banos-1-garajes/687-M6210271,5,15.8,39.5,6241.0,1,1,50371.8176973218,855814.6766169154,3759972.6775956284,71.95973956760258,4.39344262295082,74.64437158469946,16.98995024875622,235,
