tipo,precio,area,habitaciones,baños,parqueaderos,nombre,latitud,longitud,url,espacios,axe,axh,axa,parq2,garaje_bin,ppmc,pppz,pppp,new_index,pppp/pppz,pppp/ppmc,pppz/ppmc,barrio_count,barrio_te
apartamento,4750000,130.0,3,2,2,Patio Bonito,6.206200122833252,-75.57335662841797,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-2-banos-2-garajes/687-M4687503,7,18.571428571428573,43.333333333333336,16900.0,4,1,44017.477033385614,752681.9923371647,3508035.714285714,62.88211004769373,4.660714285714286,79.69642857142857,17.099616858237546,162,
apartamento,4600000,153.0,3,2,2,El Nogal-Los Almendros,6.2375898361206055,-75.59648132324219,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-nogal-los-almendros-3-habitaciones-2-banos-2-garajes/12116-M4777751,7,21.857142857142858,51.0,23409.0,4,1,32067.787703625854,681843.5754189944,4358928.571428572,45.811125290894076,6.392857142857143,135.92857142857144,21.262569832402235,27,
apartamento,3000000,45.0,1,2,1,Lalinde,6.212890625,-75.56771850585938,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-1-habitaciones-2-banos-1-garajes/687-M5055964,4,11.25,45.0,2025.0,1,1,55648.79272697397,1030855.6097560975,4515500.0,79.49827532424852,4.380341880341881,81.1428205128205,18.52431219512195,150,
apartamento,5500000,113.0,2,3,2,El Tesoro,6.203347682952881,-75.55573272705078,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5206696,7,16.142857142857142,56.5,12769.0,4,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
apartamento,3900000,63.0,2,2,1,El Tesoro,6.204051494598389,-75.55583953857422,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-1-garajes/687-M4950563,5,12.6,31.5,3969.0,1,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
apartamento,5500000,56.0,1,2,1,Los Balsos No.2,6.1956782,-75.5709026,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-1-habitaciones-2-banos-1-garajes/21594-M6447528,4,14.0,56.0,3136.0,1,1,49940.025395249206,920418.7898089172,3794461.7067833696,71.34289342178458,4.12253829321663,75.98037199124727,18.430483014861995,260,
apartamento,3500000,135.0,3,2,1,Fátima,6.233886241912842,-75.5849838256836,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-fatima-3-habitaciones-2-banos-1-garajes/12116-M5378291,6,22.5,45.0,18225.0,1,1,36775.81863979849,663636.3636363636,4380000.0,52.536883771140694,6.6,119.1,18.045454545454547,11,
apartamento,3500000,78.0,3,2,1,Asomadera No.1,6.22565221786499,-75.56111907958984,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-3-habitaciones-2-banos-1-garajes/687-M5223965,6,13.0,26.0,6084.0,1,1,50894.75886201126,707768.5950413223,3892727.272727273,72.7067983743018,5.500000000000001,76.48581818181819,13.906512396694215,104,
apartamento,2600000,160.0,3,3,0,Ferrini,6.26634,-75.59696,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-3-habitaciones-3-banos/21891-M6384648,6,26.666666666666668,53.333333333333336,25600.0,0,0,29241.516966067866,681395.3488372093,4883333.333333333,41.773595665811236,7.166666666666666,166.99999999999997,23.302325581395348,7,
apartamento,2700000,80.0,3,2,1,Rosales,6.237404823303223,-75.5910873413086,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rosales-3-habitaciones-2-banos-1-garajes/12116-M5832302,6,13.333333333333334,26.666666666666668,6400.0,1,1,35960.17048713508,686549.2957746478,4755609.756097561,51.371672124478685,6.926829268292683,132.24658536585366,19.09193661971831,49,
casa,4200000,65.0,1,1,1,Altos del Poblado,6.211548328399658,-75.55300903320312,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-altos-del-poblado-1-habitaciones-1-banos-1-garajes/687-M4953563,3,21.666666666666668,65.0,4225.0,1,1,57348.39322064172,1045577.9325120514,4603995.2830188675,81.92627602948818,4.403301886792453,80.28115566037735,18.23203535083021,276,
apartamento,15400000,293.0,3,4,2,La Florida,6.204309463500977,-75.56580352783203,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-4-banos-2-garajes/687-M4134434,9,32.55555555555556,97.66666666666667,85849.0,4,1,48641.34779170759,975568.57573474,4090298.5781990523,69.48763970243941,4.192733017377567,84.0909794628752,20.05636397889977,350,
apartamento,5800000,147.0,3,2,2,Alejandría,6.1985764503479,-75.57109069824219,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-2-banos-2-garajes/687-M5610189,7,21.0,49.0,21609.0,4,1,50327.58429434977,956401.826755297,3908419.689303905,71.89654899192824,4.086587436332767,77.65959252971138,19.003531366846698,338,
apartamento,16000000,360.0,4,5,2,San Lucas,6.18666,-75.56864,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-4-habitaciones-5-banos-2-garajes/21891-M6447552,11,32.72727272727273,90.0,129600.0,4,1,51309.5937989684,1088151.9507186858,4280533.117932148,73.29941971281201,3.9337641357027464,83.42558966074313,21.207572895277206,332,
apartamento,5950000,95.0,2,2,2,Santa María de Los Ángeles,6.190037727355957,-75.57933807373047,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-2-banos-2-garajes/687-M6055865,6,15.833333333333334,47.5,9025.0,4,1,50371.8176973218,855814.6766169154,3759972.6775956284,71.95973956760258,4.39344262295082,74.64437158469946,16.98995024875622,235,
apartamento,7400000,142.0,3,3,2,El Tesoro,6.2025743,-75.5591915,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-3-banos-2-garajes/11704-M5173171,8,17.75,47.333333333333336,20164.0,4,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
apartamento,8500000,260.0,4,5,3,La Florida,6.20595,-75.56874,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-4-habitaciones-5-banos-3-garajes/5076-M6150225,12,21.666666666666668,65.0,67600.0,9,1,48641.34779170759,975568.57573474,4090298.5781990523,69.48763970243941,4.192733017377567,84.0909794628752,20.05636397889977,350,
apartamento,13500000,160.0,3,5,1,El Tesoro,6.20297,-75.55397,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-5-banos-1-garajes/11166-M6480914,9,17.77777777777778,53.333333333333336,25600.0,1,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
casa,12000000,260.0,4,5,1,El Tesoro,6.20271,-75.55571,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-4-habitaciones-5-banos-1-garajes/11166-M6483351,10,26.0,65.0,67600.0,1,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
casa,5000000,150.0,5,5,0,Naranjal,6.24968,-75.58712,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-florida-nueva-5-habitaciones-5-banos/4660-M6051626,10,15.0,30.0,22500.0,0,0,36607.142857142855,803921.568627451,8200000.0,52.295918367346935,10.200000000000001,224.0,21.96078431372549,7,
apartamento,8000000,229.0,3,2,2,Las Lomas No.1,6.210689544677734,-75.56443786621094,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-2-banos-2-garajes/233-M6385870,7,32.714285714285715,76.33333333333333,52441.0,4,1,45001.69824595454,959857.6972833117,3989086.0215053763,64.28814035136364,4.155913978494624,88.64301075268817,21.329366106080204,105,
apartamento,4800000,90.0,2,2,2,Castropol,6.21954,-75.56662,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-2-garajes/18597-M6361819,6,15.0,45.0,8100.0,4,1,51110.478136788275,812016.8067226891,3732489.270386266,73.0149687668404,4.5965665236051505,73.02786838340486,15.887482103952692,475,
apartamento,4500000,155.0,3,2,1,Suramericana,6.25358,-75.58111,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-suramericana-3-habitaciones-2-banos-1-garajes/16120-M5940780,6,25.833333333333332,51.666666666666664,24025.0,1,1,29181.494661921708,630769.2307692308,4100000.0,41.68784951703101,6.5,140.5,21.615384615384613,20,
apartamento,3600000,85.0,3,2,1,El Tesoro,6.2006197,-75.5636832,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-2-banos-1-garajes/98-M5794696,6,14.166666666666666,28.333333333333332,7225.0,1,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
apartamento,4800000,120.0,3,2,1,Los Balsos No.2,6.1942901611328125,-75.56805419921875,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-2-banos-1-garajes/687-M4762131,6,20.0,40.0,14400.0,1,1,49940.025395249206,920418.7898089172,3794461.7067833696,71.34289342178458,4.12253829321663,75.98037199124727,18.430483014861995,260,
apartamento,6500000,121.0,3,4,2,El Tesoro,6.206064,-75.559079,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-santas-poblado-3-habitaciones-4-banos-2-garajes/21472-M6278499,9,13.444444444444445,40.333333333333336,14641.0,4,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
casa,2500000,80.0,4,2,0,La Floresta,6.257059779,-75.604115172,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-floresta-4-habitaciones-2-banos/21136-M6451900,6,13.333333333333334,20.0,6400.0,0,0,29801.980198019803,586017.6991150442,5518333.333333333,42.57425742574257,9.416666666666666,185.16666666666666,19.66371681415929,16,
apartamento,3650000,95.0,3,2,1,La Castellana,6.240499973297119,-75.60771179199219,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-3-habitaciones-2-banos-1-garajes/12116-M6002261,6,15.833333333333334,31.666666666666668,9025.0,1,1,35365.03444113791,766875.4512635379,5446782.051282051,50.52147777305416,7.102564102564102,154.01602564102564,21.684566787003607,85,
apartamento,6350000,116.0,3,3,2,Los Balsos No.1,6.18710470199585,-75.55976104736328,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no1-3-habitaciones-3-banos-2-garajes/687-M6459974,8,14.5,38.666666666666664,13456.0,4,1,52037.343937504564,1051901.7165937396,4139337.7483443706,74.33906276786367,3.9350993377483436,79.54552317880795,20.214362167620333,391,
apartamento,4150000,109.0,3,2,2,El Diamante No.2,6.182221412658691,-75.57076263427734,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-2-garajes/687-M5560047,7,15.571428571428571,36.333333333333336,11881.0,4,1,45908.62844303187,849211.0874200426,3829615.3846153845,65.58375491861696,4.509615384615385,83.41820512820512,18.497853589196872,202,
apartamento,3900000,90.0,3,2,1,Cuarta Brigada,6.2626199,-75.58626,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-estadio-3-habitaciones-2-banos-1-garajes/16631-M6367601,6,15.0,30.0,8100.0,1,1,36984.536082474224,551923.0769230769,3587500.0,52.83505154639175,6.500000000000001,97.00000000000001,14.923076923076923,8,
apartamento,4600000,65.0,3,2,1,El Tesoro,6.202233791351318,-75.5589370727539,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-1-garajes/687-M4762456,6,10.833333333333334,21.666666666666668,4225.0,1,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
apartamento,5000000,102.0,2,2,2,Castropol,6.217127799987793,-75.5671615600586,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-2-garajes/687-M5056930,6,17.0,51.0,10404.0,4,1,51110.478136788275,812016.8067226891,3732489.270386266,73.0149687668404,4.5965665236051505,73.02786838340486,15.887482103952692,475,
apartamento,2900000,59.0,3,2,1,San Cristóbal,6.267631,-75.608886,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-parte-alta-3-habitaciones-2-banos-1-garajes/21472-M6470502,6,9.833333333333334,19.666666666666668,3481.0,1,1,46179.21935129192,631578.947368421,3230769.230769231,65.97031335898845,5.115384615384616,69.96153846153847,13.676691729323307,22,
apartamento,3450000,60.0,2,2,2,Santa María de Los Ángeles,6.1897501945495605,-75.57902526855469,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-2-banos-2-garajes/687-M6000458,6,10.0,30.0,3600.0,4,1,50371.8176973218,855814.6766169154,3759972.6775956284,71.95973956760258,4.39344262295082,74.64437158469946,16.98995024875622,235,
apartamento,4800000,120.0,3,3,2,San Lucas,6.184934616088867,-75.56820678710938,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/687-M4948298,8,15.0,40.0,14400.0,4,1,51309.5937989684,1088151.9507186858,4280533.117932148,73.29941971281201,3.9337641357027464,83.42558966074313,21.207572895277206,332,
apartamento,7100000,117.0,3,4,0,Castropol,6.21644,-75.56747,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-4-banos/21891-M6384475,7,16.714285714285715,39.0,13689.0,0,0,51110.478136788275,812016.8067226891,3732489.270386266,73.0149687668404,4.5965665236051505,73.02786838340486,15.887482103952692,475,
casa,8500000,260.0,3,4,2,Asomadera No.2,6.216470718383789,-75.56341552734375,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-envigado-3-habitaciones-4-banos-2-garajes/687-M3644398,9,28.88888888888889,86.66666666666667,67600.0,4,1,48368.178983649144,834368.9320388349,3978703.703703704,69.09739854807022,4.768518518518519,82.25870370370372,17.250368932038835,76,
apartamento,3000000,82.0,2,2,1,Belén Rincón,6.216382026672363,-75.60733032226562,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-2-habitaciones-2-banos-1-garajes/12116-M5293741,5,16.4,41.0,6724.0,1,1,43405.40540540541,627343.75,3345833.3333333335,62.00772200772201,5.333333333333334,77.08333333333333,14.453125,12,
apartamento,6200000,100.0,2,3,2,El Tesoro,6.198581695556641,-75.55673217773438,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5955821,7,14.285714285714286,50.0,10000.0,4,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
apartamento,3650000,100.0,3,2,1,El Diamante No.2,6.182648658752441,-75.5733871459961,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-1-garajes/687-M5773047,6,16.666666666666668,33.333333333333336,10000.0,1,1,45908.62844303187,849211.0874200426,3829615.3846153845,65.58375491861696,4.509615384615385,83.41820512820512,18.497853589196872,202,
apartamento,3200000,60.0,2,2,1,Castropol,6.217628,-75.568866,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-2-habitaciones-2-banos-1-garajes/21472-M6465359,5,12.0,30.0,3600.0,1,1,51110.478136788275,812016.8067226891,3732489.270386266,73.0149687668404,4.5965665236051505,73.02786838340486,15.887482103952692,475,
apartamento,8700000,116.0,3,3,2,Los Balsos No.2,6.1956377029418945,-75.5701904296875,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-3-habitaciones-3-banos-2-garajes/687-M6459834,8,14.5,38.666666666666664,13456.0,4,1,49940.025395249206,920418.7898089172,3794461.7067833696,71.34289342178458,4.12253829321663,75.98037199124727,18.430483014861995,260,
apartamento,11200000,255.0,3,4,2,El Tesoro,6.2000412940979,-75.55430603027344,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M3602504,9,28.333333333333332,85.0,65025.0,4,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
apartamento,6200000,157.0,3,3,2,La Florida,6.205812931060791,-75.56632995605469,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-3-banos-2-garajes/687-M4948261,8,19.625,52.333333333333336,24649.0,4,1,48641.34779170759,975568.57573474,4090298.5781990523,69.48763970243941,4.192733017377567,84.0909794628752,20.05636397889977,350,
apartamento,3200000,60.0,2,2,1,Los Conquistadores,6.2423834800720215,-75.5810546875,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-2-habitaciones-2-banos-1-garajes/12116-M5772283,5,12.0,30.0,3600.0,1,1,38541.58754272693,725894.1344778255,3843939.393939394,55.05941077532418,5.295454545454546,99.73484848484848,18.834048640915594,106,
casa,16900000,302.0,5,5,1,La Castellana,6.23844,-75.60424,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-laureles-5-habitaciones-5-banos-1-garajes/17287-M6365651,11,27.454545454545453,60.4,91204.0,1,1,35365.03444113791,766875.4512635379,5446782.051282051,50.52147777305416,7.102564102564102,154.01602564102564,21.684566787003607,85,
apartamento,3950000,70.0,2,2,1,Villa Carlota,6.22007942199707,-75.5753173828125,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-2-banos-1-garajes/687-M5722096,5,14.0,35.0,4900.0,1,1,55077.373494113235,766566.5722379603,3656729.7297297297,78.68196213444747,4.77027027027027,66.39259459459458,13.91799433427762,296,
apartamento,6200000,160.0,3,4,2,Los Balsos No.2,6.192737102508545,-75.56841278076172,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-4-banos-2-garajes/687-M4896349,9,17.77777777777778,53.333333333333336,25600.0,4,1,49940.025395249206,920418.7898089172,3794461.7067833696,71.34289342178458,4.12253829321663,75.98037199124727,18.430483014861995,260,
apartamento,7800000,186.0,3,3,2,Patio Bonito,6.2029595375061035,-75.57418823242188,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-3-banos-2-garajes/687-M4998586,8,23.25,62.0,34596.0,4,1,44017.477033385614,752681.9923371647,3508035.714285714,62.88211004769373,4.660714285714286,79.69642857142857,17.099616858237546,162,
apartamento,3600000,110.0,3,2,1,La Loma de Los Bernal,6.219358921051025,-75.60374450683594,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/12116-M5830273,6,18.333333333333332,36.666666666666664,12100.0,1,1,39815.87301587302,586623.0121608981,3167171.717171717,56.879818594104314,5.398989898989898,79.54545454545453,14.733395696913004,172,
apartamento,13000000,205.0,3,4,2,Los Balsos No.1,6.186186790466309,-75.55681610107422,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M4896176,9,22.77777777777778,68.33333333333333,42025.0,4,1,52037.343937504564,1051901.7165937396,4139337.7483443706,74.33906276786367,3.9350993377483436,79.54552317880795,20.214362167620333,391,
apartamento,6500000,98.0,2,3,2,Alejandría,6.19987049,-75.56961401,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-3-banos-2-garajes/19797-M6022457,7,14.0,49.0,9604.0,4,1,50327.58429434977,956401.826755297,3908419.689303905,71.89654899192824,4.086587436332767,77.65959252971138,19.003531366846698,338,
apartamento,7650000,68.0,2,2,1,Las Palmas,6.23868465423584,-75.56448364257812,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-palmas-2-habitaciones-2-banos-1-garajes/687-M6480233,5,13.6,34.0,4624.0,1,1,53683.55610817532,1046666.6666666666,4212195.12195122,76.69079444025046,4.024390243902439,78.46341463414635,19.496969696969696,44,
apartamento,5800000,150.0,3,3,1,Castropol,6.21481466293335,-75.56729125976562,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-1-garajes/687-M4905118,7,21.428571428571427,50.0,22500.0,1,1,51110.478136788275,812016.8067226891,3732489.270386266,73.0149687668404,4.5965665236051505,73.02786838340486,15.887482103952692,475,
apartamento,13500000,220.0,3,4,3,El Tesoro,6.203404426574707,-75.5564956665039,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M4801940,10,22.0,73.33333333333333,48400.0,9,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
apartamento,3500000,80.0,3,2,1,Las Acacias,6.2410054206848145,-75.60015869140625,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-3-habitaciones-2-banos-1-garajes/12116-M5556205,6,13.333333333333334,26.666666666666668,6400.0,1,1,35486.92515779982,761218.5686653772,4741566.265060241,50.69560736828546,6.228915662650603,133.6144578313253,21.450676982591876,78,
apartamento,4000000,115.0,3,2,2,El Salvador,6.2381,-75.56279,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-conquistadores-3-habitaciones-2-banos-2-garajes/5076-M6361825,7,16.428571428571427,38.333333333333336,13225.0,4,1,43589.743589743586,653846.1538461539,2125000.0,62.27106227106226,3.25,48.75000000000001,15.000000000000002,2,
apartamento,6300000,156.0,3,4,3,Santa María de Los Ángeles,6.19126,-75.57929,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-4-banos-3-garajes/5076-M6299414,10,15.6,52.0,24336.0,9,1,50371.8176973218,855814.6766169154,3759972.6775956284,71.95973956760258,4.39344262295082,74.64437158469946,16.98995024875622,235,
apartamento,17000000,370.0,4,5,3,El Tesoro,6.20197,-75.5612,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-4-habitaciones-5-banos-3-garajes/5076-M5816411,12,30.833333333333332,92.5,136900.0,9,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
apartamento,3600000,76.0,2,2,1,Patio Bonito,6.2063411061,-75.5744026897,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-2-habitaciones-2-banos-1-garajes/11224-M6471994,5,15.2,38.0,5776.0,1,1,44017.477033385614,752681.9923371647,3508035.714285714,62.88211004769373,4.660714285714286,79.69642857142857,17.099616858237546,162,
apartamento,7500000,100.0,3,2,2,Los Balsos No.2,6.19602,-75.5704,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-2-banos-2-garajes/16120-M6311144,7,14.285714285714286,33.333333333333336,10000.0,4,1,49940.025395249206,920418.7898089172,3794461.7067833696,71.34289342178458,4.12253829321663,75.98037199124727,18.430483014861995,260,
apartamento,6500000,90.0,2,2,2,Las Lomas No.1,6.21237,-75.56377,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-2-habitaciones-2-banos-2-garajes/18597-M6372475,6,15.0,45.0,8100.0,4,1,45001.69824595454,959857.6972833117,3989086.0215053763,64.28814035136364,4.155913978494624,88.64301075268817,21.329366106080204,105,
casa,11000000,420.0,3,5,2,Asomadera No.2,6.2172215,-75.5605231,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-las-palmas-3-habitaciones-5-banos-2-garajes/98-M5380585,10,42.0,140.0,176400.0,4,1,48368.178983649144,834368.9320388349,3978703.703703704,69.09739854807022,4.768518518518519,82.25870370370372,17.250368932038835,76,
apartamento,2500000,52.0,2,1,1,La Loma de Los Bernal,6.21664,-75.6013,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belen-loma-de-los-bernal-2-habitaciones-1-banos-1-garajes/18597-M6354495,4,13.0,26.0,2704.0,1,1,39815.87301587302,586623.0121608981,3167171.717171717,56.879818594104314,5.398989898989898,79.54545454545453,14.733395696913004,172,
apartamento,13200000,113.0,2,3,2,Alejandría,6.202229976654053,-75.56893920898438,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-3-banos-2-garajes/687-M4809972,7,16.142857142857142,56.5,12769.0,4,1,50327.58429434977,956401.826755297,3908419.689303905,71.89654899192824,4.086587436332767,77.65959252971138,19.003531366846698,338,
apartamento,3200000,66.0,2,2,1,La Castellana,6.240262985229492,-75.60713958740234,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-2-habitaciones-2-banos-1-garajes/12116-M6477295,5,13.2,33.0,4356.0,1,1,35365.03444113791,766875.4512635379,5446782.051282051,50.52147777305416,7.102564102564102,154.01602564102564,21.684566787003607,85,
casa,8200000,290.0,4,5,2,Los Balsos No.1,6.18812894821167,-75.56005859375,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no1-4-habitaciones-5-banos-2-garajes/687-M5821866,11,26.363636363636363,72.5,84100.0,4,1,52037.343937504564,1051901.7165937396,4139337.7483443706,74.33906276786367,3.9350993377483436,79.54552317880795,20.214362167620333,391,
apartamento,11750000,220.0,3,4,3,El Tesoro,6.202939987182617,-75.5511703491211,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M5766412,10,22.0,73.33333333333333,48400.0,9,1,49096.0999682076,1080169.608501594,4303300.599491956,70.137285668868,3.983911939034716,87.65055884843353,22.00112858660999,563,
apartamento,3600000,75.0,3,2,1,Asomadera No.2,6.2168707847595215,-75.55908203125,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-3-habitaciones-2-banos-1-garajes/687-M4645147,6,12.5,25.0,5625.0,1,1,48368.178983649144,834368.9320388349,3978703.703703704,69.09739854807022,4.768518518518519,82.25870370370372,17.250368932038835,76,
apartamento,1950000,45.0,2,1,0,Los Alcázares,6.26242,-75.60445,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-lucia-2-habitaciones-1-banos/20769-M6477545,3,15.0,22.5,2025.0,0,0,32407.40740740741,583333.3333333334,5250000.0,46.2962962962963,9.0,162.0,18.0,3,
apartamento,2950000,80.0,3,2,0,Santa Lucía,6.257966995239258,-75.60649108886719,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-lucia-3-habitaciones-2-banos/12116-M6481513,5,16.0,26.666666666666668,6400.0,0,0,36666.666666666664,550000.0,3850000.0,52.38095238095237,7.0,105.0,15.000000000000002,3,
apartamento,4000000,103.0,2,2,1,Los Balsos No.1,6.18585729598999,-75.56092834472656,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-2-banos-1-garajes/687-M5049354,5,20.6,51.5,10609.0,1,1,52037.343937504564,1051901.7165937396,4139337.7483443706,74.33906276786367,3.9350993377483436,79.54552317880795,20.214362167620333,391,
