barrio,barrio_1,precio,area,habitaciones,baños,parqueaderos,tipo,latitud,longitud,url
EL POBLADO,SANTA MARIA DE LOS ANGELES,5950000,114.0,2,3,2,Apartamento,6.190048694610596,-75.5793685913086,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-3-banos-2-garajes/687-M4592419
EL POBLADO,PATIO BONITO,3650000,95.0,3,2,1,Apartamento,6.205476760864258,-75.57685852050781,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-2-banos-1-garajes/687-M5773115
Santa Elena,EL TESORO,15000000,4449.0,3,3,2,Casa,6.20339156,-75.55109034,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/20765-M6469633
EL POBLADO,LOS BALSOS NO 2,3700000,98.0,3,2,1,Apartamento,6.193423748016357,-75.56947326660156,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-2-banos-1-garajes/687-M4810194
Santa Fe,SANTA FE,6300000,140.0,3,3,1,Apartamento,6.196298,-75.570687,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-3-habitaciones-3-banos-1-garajes/21472-M6448739
LAURELES,LAURELES,5000000,170.0,4,4,2,Apartamento,6.242993354797363,-75.5960693359375,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-4-habitaciones-4-banos-2-garajes/12116-M6467655
EL POBLADO,ALTOS DEL POBLADO,8500000,105.0,3,2,1,Apartamento,6.214751243591309,-75.55486297607422,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-2-banos-1-garajes/687-M4585911
EL POBLADO,EL TESORO,18700000,283.0,3,4,4,Apartamento,6.204639911651611,-75.55590057373047,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-4-garajes/687-M6103807
LAURELES,LOS CONQUISTADORES,4700000,65.0,2,2,1,Apartamento,6.242354869842529,-75.5815200805664,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-2-habitaciones-2-banos-1-garajes/12116-M6058705
EL POBLADO,CASTROPOL,3450000,70.0,3,2,1,Apartamento,6.219926834106445,-75.56832122802734,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5671514
EL POBLADO,EL TESORO,4400000,77.0,2,2,1,Apartamento,6.204051494598389,-75.55583953857422,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-1-garajes/687-M5130096
Alto De Las Palmas,ALTO DE LAS PALMAS,24000000,1241.0,3,3,1,Casa,2.032233,-76.6633453,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alto-de-las-palmas-3-habitaciones-3-banos-1-garajes/20765-M6135201
EL POBLADO,LOS BALSOS NO1,4500000,92.0,2,2,2,Apartamento,6.187253952026367,-75.56134796142578,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no1-2-habitaciones-2-banos-2-garajes/687-M6102099
EL POBLADO,LOS BALSOS NO 1,11500000,236.0,3,4,3,Apartamento,6.186186790466309,-75.55681610107422,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-3-garajes/687-M4829371
LAURELES,LAURELES,3150000,70.0,2,2,1,Apartamento,6.242950916290283,-75.59615325927734,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-2-habitaciones-2-banos-1-garajes/12116-M6154258
LAURELES,LOS CONQUISTADORES,3400000,98.0,3,2,1,Apartamento,6.242354869842529,-75.5815200805664,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-3-habitaciones-2-banos-1-garajes/12116-M5952064
EL POBLADO,LOS BALSOS NO 1,5200000,98.0,2,2,2,Apartamento,6.186121940612793,-75.5579833984375,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-2-banos-2-garajes/687-M5052840
EL POBLADO,CASTROPOL,4500000,86.0,2,3,2,Apartamento,6.216162204742432,-75.56681823730469,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-3-banos-2-garajes/687-M5553154
EL POBLADO,LOS BALSOS NO1,7200000,115.0,2,3,2,Apartamento,6.191926002502441,-75.56542205810547,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no1-2-habitaciones-3-banos-2-garajes/687-M6296232
EL POBLADO,EL TESORO,15200000,220.0,3,4,2,Apartamento,6.204042434692383,-75.55289459228516,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M6150259
EL POBLADO,EL DIAMANTE NO2,4650000,92.0,3,3,1,Apartamento,6.18812894821167,-75.57593536376953,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no2-3-habitaciones-3-banos-1-garajes/687-M6468406
EL POBLADO,LA LINDE,5600000,150.0,3,3,2,Apartamento,6.212268829345703,-75.56623077392578,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-3-habitaciones-3-banos-2-garajes/687-M4811631
EL POBLADO,,13800000,74.0,1,2,1,Apartamento,6.1799445152282715,-75.56405639648438,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-1-habitaciones-2-banos-1-garajes/687-M6055488
EL POBLADO,LOS BALSOS NO 1,20000000,240.0,3,4,3,Apartamento,6.186256408691406,-75.56201171875,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-3-garajes/687-M5211743
EL POBLADO,EL TESORO,21000000,1200.0,4,5,3,Casa,6.1990509033203125,-75.556884765625,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-4-habitaciones-5-banos-3-garajes/687-M6371866
Laureles,LAURELES,5000000,100.0,3,3,2,Apartamento,6.242,-75.593,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-3-banos-2-garajes/509-M6373928
El Velodromo,EL VELODROMO,5000000,190.0,3,2,1,Casa,6.252137,-75.594935,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-velodromo-3-habitaciones-2-banos-1-garajes/4673-M6195581
Carlos E  Restrepo,CARLOS E  RESTREPO,3700000,120.0,4,2,1,Apartamento,6.25722,-75.5766,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-carlos-e.-restrepo-4-habitaciones-2-banos-1-garajes/4660-M6340942
Las Lomas,LAS LOMAS NO 2,12500000,360.0,4,4,2,Casa,6.20981645,-75.55586663,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-las-lomas-no.2-4-habitaciones-4-banos-2-garajes/4673-M6061980
El Poblado,EL POBLADO,5600000,140.0,3,4,2,Apartamento,6.2090645,-75.5676977,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-4-banos-2-garajes/11704-M6472749
Loma De Los Bernal,LOMA DE LOS BERNAL,2500000,68.0,3,2,1,Apartamento,6.21938,-75.61208,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/18597-M6041097
Poblado,PATIO BONITO,5000000,70.0,2,2,0,Apartamento,6.204565301,-75.572313384,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-2-habitaciones-2-banos/18777-M6370219
Rodeo Alto,RODEO ALTO,2250000,70.0,3,2,1,Apartamento,6.20119,-75.59994,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rodeo-alto-3-habitaciones-2-banos-1-garajes/18597-M6041287
ALTO DE LAS PALMAS,ALTOS DEL POBLADO,2400000,80.0,2,2,1,Apartamento,6.217370510101318,-75.55833435058594,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-2-banos-1-garajes/233-M6479468
Poblado,POBLADO,7500000,87.0,2,2,1,Apartamento,6.2422515,-75.5654917,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-2-habitaciones-2-banos-1-garajes/98-M6283780
EL POBLADO,PATIO BONITO,5200000,116.0,3,2,2,Apartamento,6.2134904861450195,-75.57704162597656,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-2-banos-2-garajes/233-M6468277
EL POBLADO,LA FLORIDA,8300000,240.0,4,4,2,Apartamento,6.201699256896973,-75.5627212524414,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-4-habitaciones-4-banos-2-garajes/687-M4729731
El Poblado  Las Lomas,LAS LOMAS NO  1,5500000,110.0,3,3,1,Apartamento,6.2138325,-75.560571,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.-1-3-habitaciones-3-banos-1-garajes/12653-M6473377
EL POBLADO,LA FLORIDA,4100000,90.0,3,2,1,Apartamento,6.205532073974609,-75.56382751464844,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-2-banos-1-garajes/687-M5506832
EL POBLADO,EL DIAMANTE No 2,13300000,454.0,4,5,2,Apartamento,6.184913158416748,-75.57284545898438,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-4-habitaciones-5-banos-2-garajes/687-M3349729
EL POBLADO,LOS BALSOS NO 1,18000000,320.0,3,4,3,Apartamento,6.184478282928467,-75.5585708618164,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-3-garajes/687-M4726469
EL POBLADO,LA FLORIDA,4600000,110.0,3,2,1,Apartamento,6.2045087814331055,-75.56468200683594,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-2-banos-1-garajes/687-M5453779
EL POBLADO,LOS BALSOS No 1,18500000,500.0,4,4,4,Casa,6.1853837966918945,-75.55667114257812,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-4-habitaciones-4-banos-4-garajes/687-M3297902
EL POBLADO,ALTOS DEL POBLADO,7800000,95.0,2,2,1,Apartamento,6.213991165161133,-75.55416870117188,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-2-banos-1-garajes/687-M4585878
EL POBLADO,CASTROPOL,4200000,94.0,3,2,1,Apartamento,6.216109752655029,-75.56694793701172,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5210390
EL POBLADO,LOS NARANJOS,7100000,97.0,3,2,2,Apartamento,6.193474292755127,-75.55982971191406,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-2-banos-2-garajes/687-M4814151
EL POBLADO,LOS BALSOS NO 2,4150000,60.0,1,2,1,Apartamento,6.1963605880737305,-75.56656646728516,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-1-habitaciones-2-banos-1-garajes/687-M5057041
EL POBLADO,LOS BALSOS NO 1,17000000,240.0,3,4,3,Apartamento,6.186256408691406,-75.56201171875,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-3-garajes/687-M5211777
EL POBLADO,ALEJANDRIA,7700000,274.0,3,4,3,Casa,6.198432922363281,-75.5692367553711,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alejandria-3-habitaciones-4-banos-3-garajes/687-M5771367
LAURELES,LOS COLORES,2650000,75.0,3,2,1,Apartamento,6.26396369934082,-75.59327697753906,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-colores-3-habitaciones-2-banos-1-garajes/12116-M5454686
EL POBLADO,SAN LUCAS,10300000,220.0,3,4,2,Apartamento,6.1798505783081055,-75.56471252441406,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-4-banos-2-garajes/687-M5445663
EL POBLADO,ASOMADERA NO2,3800000,74.0,3,2,1,Apartamento,6.225461483001709,-75.56105041503906,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no2-3-habitaciones-2-banos-1-garajes/687-M6052835
EL POBLADO,SANTA MARIA DE LOS ANGELES,5100000,108.0,3,2,2,Apartamento,6.190457820892334,-75.5783920288086,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-2-garajes/687-M4865940
EL POBLADO,EL DIAMANTE NO2,11650000,203.0,3,3,2,Apartamento,6.184075355529785,-75.57212829589844,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no2-3-habitaciones-3-banos-2-garajes/687-M6108952
BELEN,LOMA DE LOS BERNAL,3950000,100.0,3,2,2,Apartamento,6.2186760902404785,-75.60357666015625,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-2-garajes/12116-M6217324
LAURELES,LAURELES,10000000,300.0,5,5,2,Apartamento,6.242822647094727,-75.59597778320312,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-5-habitaciones-5-banos-2-garajes/12116-M6465995
EL POBLADO,ALTOS DEL POBLADO,6200000,108.0,2,3,1,Apartamento,6.21470832824707,-75.55520629882812,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-1-garajes/687-M5829860
EL POBLADO,LA FLORIDA,3300000,70.0,3,2,1,Apartamento,6.201699256896973,-75.5627212524414,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-2-banos-1-garajes/687-M4687534
EL POBLADO,SANTA MARIA DE LOS ANGELES,6500000,300.0,3,4,2,Apartamento,6.189919471740723,-75.57862091064453,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-4-banos-2-garajes/687-M5772545
EL POBLADO,SIMESA,3950000,88.0,3,2,2,Apartamento,6.2228522300720215,-75.57453155517578,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-2-garajes/687-M5772031
EL POBLADO,CASTROPOL,6300000,136.0,3,5,1,Apartamento,6.215575218200684,-75.56543731689453,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-5-banos-1-garajes/687-M4829624
EL POBLADO,PATIO BONITO,2100000,98.0,3,2,2,Apartamento,6.205712795257568,-75.57516479492188,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-patio-bonito-3-habitaciones-2-banos-2-garajes/687-M2491304
EL POBLADO,LOS NARANJOS,3650000,86.0,3,2,2,Apartamento,6.196619033813477,-75.5655517578125,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-2-banos-2-garajes/687-M6052946
EL POBLADO,CASTROPOL,7700000,130.0,3,4,2,Apartamento,6.215945720672607,-75.56632232666016,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-4-banos-2-garajes/687-M6150430
EL POBLADO,CASTROPOL,4300000,103.0,3,3,1,Apartamento,6.215636253356934,-75.56621551513672,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-1-garajes/687-M5023503
BELEN,LOMA DE LOS BERNAL,4400000,135.0,3,3,2,Apartamento,6.217823028564453,-75.60357666015625,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-3-banos-2-garajes/12116-M5959130
EL POBLADO,EL TESORO,8700000,130.0,3,4,2,Apartamento,6.197344779968262,-75.55205535888672,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M6226983
LAURELES,LAURELES,5850000,150.0,3,4,2,Apartamento,6.240273475646973,-75.59220886230469,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-4-banos-2-garajes/12116-M4728198
EL POBLADO,SAN LUCAS,6000000,220.0,3,4,2,Apartamento,6.17995023727417,-75.56442260742188,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-4-banos-2-garajes/687-M5607546
Laureles,LAURELES,6000000,215.0,4,2,1,Casa,6.242759,-75.596075,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-laureles-4-habitaciones-2-banos-1-garajes/2214-M6290672
El Poblado,EL POBLADO,8000000,200.0,3,3,2,Apartamento,6.2009254,-75.5663078,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-3-banos-2-garajes/11704-M6160312
El Tesoro,EL TESORO,13000000,324.0,3,4,2,Casa,6.204237,-75.556319,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/2214-M6383972
Altos Del Poblado,ALTOS DEL POBLADO,14000000,400.0,4,4,4,Casa,6.20768,-75.55016,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-altos-del-poblado-4-habitaciones-4-banos-4-garajes/4660-M6276221
Laureles Medellin,LAURELES MEDELLIN,3200000,128.0,3,2,1,Apartamento,6.265985,-75.550049,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-medellin-3-habitaciones-2-banos-1-garajes/4673-M4736710
Rodeo Alto,RODEO ALTO,2400000,65.0,3,2,1,Apartamento,6.20373,-75.60529,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rodeo-alto-3-habitaciones-2-banos-1-garajes/18597-M6354553
Poblado,POBLADO,4600000,120.0,4,3,2,Apartamento,6.1912379408,-75.5741089582,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-4-habitaciones-3-banos-2-garajes/98-M6475838
Los Balsos,LOS BALSOS,6500000,160.0,3,3,2,Casa,6.19868,-75.57262,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-3-habitaciones-3-banos-2-garajes/18597-M6361352
Calasanz,CALASANZ,4000000,120.0,4,3,2,Casa,6.23796,-75.51846,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-calasanz-4-habitaciones-3-banos-2-garajes/14059-M5785544
EL POBLADO,CASTROPOL,5200000,90.0,3,2,2,Apartamento,6.224766254425049,-75.56730651855469,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-2-garajes/687-M5775465
EL POBLADO,LOS BALSOS NO2,5000000,67.0,1,2,1,Apartamento,6.19558048248291,-75.56987762451172,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-1-habitaciones-2-banos-1-garajes/687-M6005032
EL POBLADO,EL TESORO,3800000,143.0,3,3,2,Apartamento,6.202733993530273,-75.5591812133789,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M2891067
EL POBLADO,EL TESORO,6300000,154.0,3,3,2,Apartamento,6.205322742462158,-75.55933380126953,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M6475899
EL POBLADO,SAN DIEGO,3450000,58.0,3,2,1,Apartamento,6.230024337768555,-75.56778717041016,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/687-M6223146
EL POBLADO,LA FLORIDA,4800000,117.0,3,2,2,Apartamento,6.2069478034973145,-75.5623550415039,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-2-banos-2-garajes/687-M2574263
poblado,LOS BALSOS NO2,6400000,82.0,2,2,2,Apartamento,6.194059371948242,-75.57173156738281,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-2-habitaciones-2-banos-2-garajes/687-M6223912
EL POBLADO,LA FLORIDA,7000000,204.0,4,4,3,Apartamento,6.206491470336914,-75.56605529785156,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-4-habitaciones-4-banos-3-garajes/687-M4660192
EL POBLADO,LA FLORIDA,3200000,86.0,3,2,2,Apartamento,6.2040276527404785,-75.56429290771484,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-2-banos-2-garajes/687-M4957680
EL POBLADO,PATIO BONITO,8650000,225.0,3,3,2,Apartamento,6.206303596496582,-75.57550811767578,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-3-banos-2-garajes/687-M5953106
EL POBLADO,LA LINDE,6100000,107.0,3,3,2,Apartamento,6.2140212059021,-75.56690216064453,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-3-habitaciones-3-banos-2-garajes/687-M4689523
LAURELES,SURAMERICANA,4350000,156.0,3,2,1,Apartamento,6.256346225738525,-75.5840072631836,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-suramericana-3-habitaciones-2-banos-1-garajes/12116-M6229787
LA AMERICA,CALASANZ,3300000,84.0,3,2,1,Apartamento,6.261534690856934,-75.5989761352539,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-3-habitaciones-2-banos-1-garajes/12116-M5669602
Cristo Rey,CRISTO REY,3500000,146.0,3,2,0,Casa,6.2045925,-75.5853595,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-cristo-rey-3-habitaciones-2-banos/20662-M6481218
EL POBLADO,ALTOS DEL POBLADO,6700000,108.0,2,3,2,Apartamento,6.216044902801514,-75.55574035644531,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-2-garajes/687-M5560019
EL POBLADO,ASOMADERA NO 1,3600000,82.0,3,2,1,Apartamento,6.228992938995361,-75.56195831298828,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.1-3-habitaciones-2-banos-1-garajes/687-M4975558
Loma Del Encierro,LOMA DEL ENCIERRO,4300000,80.0,3,2,2,Apartamento,6.22354,-75.56581,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-encierro-3-habitaciones-2-banos-2-garajes/21565-M6449015
EL POBLADO,LA LINDE,6800000,90.0,2,3,2,Apartamento,6.212944984436035,-75.56668853759766,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-2-habitaciones-3-banos-2-garajes/687-M4645952
EL POBLADO,LAS LOMAS NO1,5900000,100.0,3,2,1,Apartamento,6.2083516120910645,-75.56301879882812,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no1-3-habitaciones-2-banos-1-garajes/687-M6059745
LAURELES,LAURELES,4000000,115.0,3,3,1,Apartamento,6.239752292633057,-75.59512329101562,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-3-banos-1-garajes/12116-M4495400
EL POBLADO,LOS NARANJOS,26000000,439.0,3,5,4,Casa,6.199408531188965,-75.55918884277344,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-naranjos-3-habitaciones-5-banos-4-garajes/687-M3820684
EL POBLADO,ALEJANDRIA,10500000,125.0,3,3,2,Apartamento,6.201472282409668,-75.5687255859375,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-3-banos-2-garajes/687-M4764398
Loma De Los Gonzalez,LOMA DE LOS GONZALEZ,7600000,95.0,3,2,1,Apartamento,6.1932,-75.56324,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-gonzalez-3-habitaciones-2-banos-1-garajes/21565-M6230138
EL POBLADO,SAN LUCAS,5650000,220.0,3,3,2,Apartamento,6.179586410522461,-75.56299591064453,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/687-M5607582
EL POBLADO,SAN LUCAS,13800000,134.0,2,3,2,Apartamento,6.181698799133301,-75.56466674804688,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-3-banos-2-garajes/687-M4858437
EL POBLADO,SAN DIEGO,3800000,95.0,3,2,1,Apartamento,6.224812030792236,-75.56653594970703,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/687-M5775614
LAURELES,LA CASTELLANA,3600000,87.0,2,2,1,Apartamento,6.24020528793335,-75.6061782836914,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-2-habitaciones-2-banos-1-garajes/12116-M4810017
LA AMERICA,CALASANZ,4200000,93.0,3,3,1,Apartamento,6.261534690856934,-75.5989761352539,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-3-habitaciones-3-banos-1-garajes/12116-M5669297
EL POBLADO,ALTOS DEL POBLADO,6900000,102.0,2,3,2,Apartamento,6.215419769287109,-75.55437469482422,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-2-garajes/687-M5008899
LAURELES,LAURELES,4200000,98.0,3,2,2,Apartamento,6.242524147033691,-75.59597778320312,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-2-garajes/12116-M6294112
LAURELES,LOS COLORES,4500000,78.0,3,2,1,Apartamento,6.265645980834961,-75.59082794189453,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-colores-3-habitaciones-2-banos-1-garajes/12116-M6477209
LAURELES,LA CASTELLANA,3600000,87.0,2,2,1,Apartamento,6.24020528793335,-75.6061782836914,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-2-habitaciones-2-banos-1-garajes/12116-M4809999
La Florida,NA,4600000,130.0,4,3,2,Apartamento,0.0,0.0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-4-habitaciones-3-banos-2-garajes/20033-M6129933
Poblado,NA,7100000,96.0,2,2,1,Apartamento,0.0,0.0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-2-habitaciones-2-banos-1-garajes/17616-M6444928
El Poblado,EL POBLADO,12000000,178.0,3,4,2,Apartamento,6.201555,-75.5708954,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-4-banos-2-garajes/11704-M6197636
El Poblado,EL POBLADO,4300000,87.0,2,2,1,Apartamento,6.1815392,-75.5663911,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-2-habitaciones-2-banos-1-garajes/11704-M6345187
El Poblado,EL POBLADO,16000000,147.0,2,2,1,Apartamento,6.2476376,-75.5658153,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-2-habitaciones-2-banos-1-garajes/11704-M6367621
Belen,BELEN,4000000,175.0,3,3,1,Casa,6.232,-75.60318,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-belen-3-habitaciones-3-banos-1-garajes/12514-M6479531
Calasanz,CALASANZ,4800000,200.0,4,3,1,Casa,6.26259,-75.600065,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-calasanz-4-habitaciones-3-banos-1-garajes/4673-M6074172
