barrio,barrio_1,precio,area,habitaciones,baños,parqueaderos,tipo,latitud,longitud,url
SAN GERMAN,EL VELODROMO,477000000,60.0,2,2,2,Apartamento,6.254424571990967,-75.59491729736328,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-velodromo-2-habitaciones-2-banos-2-garajes/19215-M6386642
GUAYABAL,CRISTO REY,720000000,135.0,4,3,2,Casa,6.20990514755249,-75.58931732177734,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-cristo-rey-4-habitaciones-3-banos-2-garajes/12116-M5753270
SAN GERMAN,EL VELODROMO,530000000,62.0,3,2,1,Apartamento,6.254424571990967,-75.59491729736328,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-velodromo-3-habitaciones-2-banos-1-garajes/19215-M6386603
EL POBLADO,LOS BALSOS No 1,1400000000,186.0,3,4,2,Apartamento,6.187769412994385,-75.55819702148438,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M3594007
EL POBLADO,LOS BALSOS No 1,1300000000,365.0,4,5,3,Apartamento,6.192391872406006,-75.567138671875,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no.1-4-habitaciones-5-banos-3-garajes/687-M3446944
EL POBLADO,EL DIAMANTE NO 2,1260000000,190.0,3,3,2,Casa,6.182840824127197,-75.57305145263672,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-diamante-no.2-3-habitaciones-3-banos-2-garajes/687-M5523509
EL POBLADO,LOS BALSOS NO1,1550000000,212.0,4,5,3,Apartamento,6.1865925788879395,-75.55950164794922,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no1-4-habitaciones-5-banos-3-garajes/687-M6080279
El Poblado  Santa Maria De Los Angeles,EL POBLADO  SANTA MARIA DE LOS ANGELES,1295000000,206.0,4,4,3,Apartamento,6.1900376,-75.5793401,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-santa-maria-de-los-angeles-4-habitaciones-4-banos-3-garajes/13794-M6435929
Prado,PRADO,240000000,52.0,2,2,0,Apartamento,6.26250106,-75.56343028,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-prado-2-habitaciones-2-banos/11067-M6113934
La Candelaria,LA CANDELARIA,800000000,243.0,5,5,2,Apartamento,6.25028,-75.56535,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-candelaria-5-habitaciones-5-banos-2-garajes/10710-M5663259
Poblado,POBLADO,1680000000,128.0,2,2,2,Apartamento,6.2164694,-75.5672122,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-2-habitaciones-2-banos-2-garajes/11704-M6321064
El Tesoro,EL TESORO,1350000000,290.0,4,3,2,Casa,6.2030583,-75.5617575,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-tesoro-4-habitaciones-3-banos-2-garajes/17593-M5232507
Poblado,POBLADO,1950000000,170.0,2,3,1,Apartamento,6.2014303,-75.5728642,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-2-habitaciones-3-banos-1-garajes/16632-M5498291
Poblado,POBLADO,1320000000,108.8,3,2,2,Apartamento,6.2043820498,-75.5752099173,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-3-habitaciones-2-banos-2-garajes/16632-M6167753
Belen,LA MOTA,995000000,153.0,3,3,2,Apartamento,6.214334964,-75.598051166,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-mota-3-habitaciones-3-banos-2-garajes/18157-M6396293
Santa Elena,SANTA ELENA,720000000,160.0,3,2,1,Casa,6.2047,-75.52865,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-santa-elena-3-habitaciones-2-banos-1-garajes/18597-M6468399
EL POBLADO,SAN LUCAS,1550000000,270.0,3,4,2,Apartamento,6.186168670654297,-75.57022857666016,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-san-lucas-3-habitaciones-4-banos-2-garajes/687-M3367857
BELEN,LA HONDONADA,355000000,63.0,3,2,0,Apartamento,6.205577373504639,-75.60865783691406,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-hondonada-3-habitaciones-2-banos/12116-M5790550
LAURELES,LOS CONQUISTADORES,690000000,140.0,3,2,2,Apartamento,6.241660118103027,-75.58595275878906,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-conquistadores-3-habitaciones-2-banos-2-garajes/12116-M4135874
EL POBLADO,CASTROPOL,1050000000,246.0,3,4,2,Casa,6.2158894538879395,-75.56684112548828,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-castropol-3-habitaciones-4-banos-2-garajes/687-M5618619
Santa Monica,EL DANUBIO,470000000,123.0,5,3,0,Apartamento,6.25096522,-75.6083989,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-danubio-5-habitaciones-3-banos/12653-M5353298
Medellin Zona 3 Laureles,BOLIVARIANA,450000000,66.0,2,2,1,Apartamento,6.2463961316666,-75.58987464,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-bolivariana-2-habitaciones-2-banos-1-garajes/21369-M6111289
EL POBLADO,LOS BALSOS NO 1,10000000000,1200.0,4,5,4,Casa,6.185107707977295,-75.56068420410156,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-los-balsos-no.1-4-habitaciones-5-banos-4-garajes/687-M3828434
EL POBLADO,SAN LUCAS,1220000000,250.0,3,4,2,Apartamento,6.1845221519470215,-75.5672607421875,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-san-lucas-3-habitaciones-4-banos-2-garajes/687-M3581056
El Poblado,EL POBLADO,1050000000,118.0,3,3,2,Apartamento,6.1969015277,-75.5711250007,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-3-habitaciones-3-banos-2-garajes/19797-M5692954
Aguacatala,CRISTO REY,405000000,52.0,3,2,1,Apartamento,6.2052325,-75.5835185,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-cristo-rey-3-habitaciones-2-banos-1-garajes/21369-M6189787
poblado,CASTROPOL,600000000,96.0,3,2,2,Apartamento,6.216306209564209,-75.56597900390625,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-3-habitaciones-2-banos-2-garajes/687-M2195618
EL POBLADO,ALEJANDRIA,1440000000,125.0,2,3,2,Apartamento,6.202229976654053,-75.56893920898438,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-alejandria-2-habitaciones-3-banos-2-garajes/687-M5758689
EL POBLADO,CASTROPOL,890000000,100.0,1,2,2,Apartamento,6.223730087280273,-75.56568908691406,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-1-habitaciones-2-banos-2-garajes/687-M5485493
EL POBLADO,EL TESORO,1230000000,280.0,3,4,2,Casa,6.20436954498291,-75.55780029296875,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M3690717
EL POBLADO,PATIO BONITO,1400000000,239.0,4,3,2,Apartamento,6.203424453735352,-75.5732650756836,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-patio-bonito-4-habitaciones-3-banos-2-garajes/687-M5473959
ROBLEDO,FACULTAD DE MINAS,477000000,69.0,2,2,1,Apartamento,6.272749900817871,-75.58998107910156,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-facultad-de-minas-2-habitaciones-2-banos-1-garajes/12116-M5757979
Laureles,LAURELES,1400000000,163.0,4,4,2,Apartamento,6.2445595,-75.5962125,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-laureles-4-habitaciones-4-banos-2-garajes/21417-M6129134
EL POBLADO,ALEJANDRIA,2300000000,253.0,3,4,3,Apartamento,6.199343204498291,-75.56890869140625,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-alejandria-3-habitaciones-4-banos-3-garajes/687-M5321542
EL POBLADO,CASTROPOL,1440000000,122.0,2,3,2,Apartamento,6.216756343841553,-75.56703186035156,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-2-habitaciones-3-banos-2-garajes/687-M6093183
EL POBLADO,LOS BALSOS No 1,1100000000,150.0,3,3,2,Apartamento,6.191784381866455,-75.56539154052734,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/687-M3155939
EL POBLADO,EL TESORO,720000000,128.0,2,3,2,Apartamento,6.203347682952881,-75.55573272705078,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5618636
EL POBLADO,LOS BALSOS No 1,1080000000,270.0,3,4,2,Casa,6.192892074584961,-75.56181335449219,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M3680763
Medellin,NA,600000000,144.0,3,4,1,Apartamento,0.0,0.0,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-na-3-habitaciones-4-banos-1-garajes/20765-M6135560
EL POBLADO,PATIO BONITO,1200000000,172.0,3,3,2,Apartamento,6.2054443359375,-75.5750732421875,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-patio-bonito-3-habitaciones-3-banos-2-garajes/687-M5107888
EL POBLADO,EL DIAMANTE No 2,1000000000,194.0,3,4,2,Apartamento,6.181254863739014,-75.57003021240234,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-diamante-no.2-3-habitaciones-4-banos-2-garajes/687-M3638864
LAURELES,LOS CONQUISTADORES,515000000,129.0,3,2,1,Apartamento,6.241984844207764,-75.58163452148438,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-conquistadores-3-habitaciones-2-banos-1-garajes/12116-M4981657
EL POBLADO,SANTA MARIA DE LOS ANGELES,840000000,99.0,3,2,1,Apartamento,6.189792633056641,-75.5792007446289,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-1-garajes/687-M6121411
EL POBLADO,LA FLORIDA,980000000,134.0,3,4,2,Apartamento,6.202923774719238,-75.56907653808594,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-florida-3-habitaciones-4-banos-2-garajes/687-M4167109
EL POBLADO,EL TESORO,1130000000,183.0,3,4,2,Apartamento,6.200617790222168,-75.55453491210938,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M3183578
El Tesoro,NA,1300000000,310.0,4,5,2,Apartamento,6.203191,-75.562287,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-na-4-habitaciones-5-banos-2-garajes/19797-M5858444
EL POBLADO,PATIO BONITO,810000000,155.0,3,3,2,Apartamento,6.204015731811523,-75.5736312866211,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-patio-bonito-3-habitaciones-3-banos-2-garajes/687-M4914602
Medellin,NA,600000000,144.0,3,4,1,Apartamento,0.0,0.0,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-na-3-habitaciones-4-banos-1-garajes/20765-M6135497
LAURELES,FLORIDA NUEVA,720000000,126.0,3,3,1,Apartamento,6.250629425048828,-75.59095764160156,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-florida-nueva-3-habitaciones-3-banos-1-garajes/12116-M6413118
LAURELES,LOS CONQUISTADORES,1670000000,153.0,3,4,1,Apartamento,6.242012023925781,-75.58134460449219,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-conquistadores-3-habitaciones-4-banos-1-garajes/12116-M6410225
El Poblado,EL POBLADO,1050000000,116.0,4,2,2,Apartamento,6.2065175,-75.5601065,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-4-habitaciones-2-banos-2-garajes/19797-M5700713
SAN LUCAS,SAN LUCAS,680000000,118.0,2,2,2,Apartamento,6.186612129211426,-75.5676498413086,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-san-lucas-2-habitaciones-2-banos-2-garajes/20215-M6428842
LAURELES,BOLIVARIANA,800000000,120.0,4,3,2,Apartamento,6.242720603942871,-75.59247589111328,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-bolivariana-4-habitaciones-3-banos-2-garajes/12792-M6220048
El Tesoro,EL TESORO,4900000000,620.0,4,4,4,Casa,6.2040342,-75.5554861,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-tesoro-4-habitaciones-4-banos-4-garajes/17593-M5234521
CASTROPOL,CASTROPOL,630000000,112.0,3,2,2,Apartamento,6.21909236907959,-75.56775665283203,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-3-habitaciones-2-banos-2-garajes/17778-M6158908
LAURELES,BOLIVARIANA,1300000000,210.0,3,5,2,Apartamento,6.243925094604492,-75.59302520751953,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-bolivariana-3-habitaciones-5-banos-2-garajes/12792-M6001963
Poblado,EL TESORO,930000000,196.0,4,4,1,Apartamento,6.20068688,-75.55958896,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-4-habitaciones-4-banos-1-garajes/18714-M5785253
Poblado,POBLADO,3100000000,250.0,4,5,3,Apartamento,6.2120207387,-75.5654239655,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-4-habitaciones-5-banos-3-garajes/16632-M5608010
El Campestre Poblado,EL CAMPESTRE POBLADO,3100000000,218.0,3,3,3,Apartamento,6.1855378739,-75.5731741076,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-campestre-poblado-3-habitaciones-3-banos-3-garajes/16632-M5301342
Laureles,LAURELES,720000000,118.0,4,3,2,Apartamento,6.2466822558,-75.595324294,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-laureles-4-habitaciones-3-banos-2-garajes/16632-M6353074
Poblado,POBLADO,1140000000,98.0,2,3,2,Apartamento,6.2150071652,-75.5523347855,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-2-habitaciones-3-banos-2-garajes/16632-M5498341
EL POBLADO,EL TESORO,990000000,249.0,3,3,3,Casa,6.198300361633301,-75.55644989013672,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-tesoro-3-habitaciones-3-banos-3-garajes/687-M5068892
Poblado San Lucas,POBLADO SAN LUCAS,1300000000,200.0,4,5,2,Apartamento,6.235105,-75.5707329,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-san-lucas-4-habitaciones-5-banos-2-garajes/19797-M5693907
Las Palmas,NA,940000000,92.0,2,3,1,Apartamento,0.0,0.0,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-na-2-habitaciones-3-banos-1-garajes/20033-M6399305
BELEN,LA PALMA,1320000000,230.0,4,3,4,Casa,6.230539321899414,-75.60233306884766,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-la-palma-4-habitaciones-3-banos-4-garajes/12116-M4891756
Laureles Conquistadores,NA,680000000,115.0,3,2,1,Apartamento,0.0,0.0,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-na-3-habitaciones-2-banos-1-garajes/19698-M5759102
LAURELES,LA CASTELLANA,760000000,107.0,3,3,1,Apartamento,6.237596035003662,-75.6045913696289,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-castellana-3-habitaciones-3-banos-1-garajes/12116-M3930873
Las Santas,LAS LOMAS NO  2,2000000000,246.0,3,5,3,Apartamento,6.20843793,-75.556726607,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-las-lomas-no.-2-3-habitaciones-5-banos-3-garajes/19797-M6344400
LAURELES,LOS CONQUISTADORES,800000000,124.0,3,2,2,Apartamento,6.242213726043701,-75.58164978027344,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-conquistadores-3-habitaciones-2-banos-2-garajes/12116-M4965783
Poblado,MANILA,1340000000,180.0,3,4,1,Apartamento,6.21230867,-75.570105167,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-manila-3-habitaciones-4-banos-1-garajes/21417-M6130202
Laureles La Castellana,NA,2000000000,276.0,5,5,1,Casa,6.288975,-75.568563,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-na-5-habitaciones-5-banos-1-garajes/19698-M5678335
Poblado,LOS BALSOS NO  1,3300000000,300.0,4,5,3,Apartamento,6.187552661,-75.56406687,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no.-1-4-habitaciones-5-banos-3-garajes/21417-M6129202
EL POBLADO,ALEJANDRIA,2870000000,210.0,2,5,2,Apartamento,6.200228214263916,-75.56655883789062,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-alejandria-2-habitaciones-5-banos-2-garajes/687-M3200544
Poblado,POBLADO,730000000,104.0,3,2,1,Apartamento,6.1891634,-75.5809957,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-3-habitaciones-2-banos-1-garajes/21834-M6362200
BELENLOMA DE LOS BERNAL,LOMA DE LOS BERNAL,930000000,223.0,5,4,1,Casa,6.220226764678955,-75.60408020019531,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-loma-de-los-bernal-5-habitaciones-4-banos-1-garajes/21410-M6163779
EL POBLADO,LOS BALSOS NO 1,3050000000,390.0,3,4,4,Casa,6.185710906982422,-75.56062316894531,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-los-balsos-no.1-3-habitaciones-4-banos-4-garajes/687-M3907136
EL POBLADO,EL TESORO,4000000000,440.0,4,5,4,Casa,6.2050275802612305,-75.55426025390625,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-tesoro-4-habitaciones-5-banos-4-garajes/687-M5034997
Carlos E  Restrepo,CARLOS E  RESTREPO,480000000,117.36,4,3,0,Apartamento,6.25854,-75.57636,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-carlos-e.-restrepo-4-habitaciones-3-banos/17287-M6191446
Laureles,SANTA TERESITA,870000000,208.0,3,4,1,Apartamento,6.24398025,-75.614474,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-santa-teresita-3-habitaciones-4-banos-1-garajes/19797-M6326901
El Poblado,EL POBLADO,1400000000,125.0,3,2,2,Apartamento,6.2103799172,-75.5587385885,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-3-habitaciones-2-banos-2-garajes/19797-M5693688
El Poblado Loma Del Indio,EL POBLADO LOMA DEL INDIO,380000000,58.0,3,2,1,Apartamento,6.22761,-75.56479,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-loma-del-indio-3-habitaciones-2-banos-1-garajes/22122-M6432749
Laureles,SANTA TERESITA,824000000,100.0,3,2,1,Apartamento,6.241884,-75.6144385,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-santa-teresita-3-habitaciones-2-banos-1-garajes/21417-M6129190
EL POBLADO,CASTROPOL,1720000000,225.0,4,4,2,Apartamento,6.223623752593994,-75.56558227539062,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-4-habitaciones-4-banos-2-garajes/687-M4824864
poblado,PATIO BONITO,760000000,136.0,3,3,1,Apartamento,6.20531702041626,-75.57475280761719,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-patio-bonito-3-habitaciones-3-banos-1-garajes/687-M2182944
Poblado,POBLADO,980000000,121.0,3,2,2,Apartamento,6.1790817563,-75.567795565,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-3-habitaciones-2-banos-2-garajes/17798-M6080814
Las Palmas,LAS PALMAS,5750000000,1773.0,4,5,4,Casa,6.1587101818,-75.5204486847,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-las-palmas-4-habitaciones-5-banos-4-garajes/20765-M5999330
Loma De Los Bernal,LOMA DE LOS BERNAL,650000000,110.0,3,4,2,Apartamento,6.2027845,-75.5842067,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-loma-de-los-bernal-3-habitaciones-4-banos-2-garajes/21388-M6116808
El Poblado,EL POBLADO,1320000000,138.0,3,3,3,Apartamento,6.2145805339,-75.5667436123,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-3-habitaciones-3-banos-3-garajes/19797-M5693159
El Poblado,EL POBLADO,1200000000,212.0,4,4,2,Apartamento,6.2041606413,-75.56390362,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-4-habitaciones-4-banos-2-garajes/19797-M5692809
La Estrella,LA ESTRELLA,1100000000,200.0,4,4,1,Casa,6.1546443,-75.6284844,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-la-estrella-4-habitaciones-4-banos-1-garajes/19797-M5692500
EL POBLADO,EL TESORO,795000000,141.0,3,3,2,Apartamento,6.207845687866211,-75.55632781982422,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M5068948
Laureles,LAURELES,740000000,89.0,3,4,2,Apartamento,6.24472,-75.59675,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-laureles-3-habitaciones-4-banos-2-garajes/21508-M6433509
LAURELES,LAURELES,555000000,158.0,4,3,2,Apartamento,6.242958068847656,-75.59403228759766,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-laureles-4-habitaciones-3-banos-2-garajes/12116-M4085993
EL POBLADO,LOS BALSOS NO2,1710000000,138.0,3,3,2,Apartamento,6.195723056793213,-75.57014465332031,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no2-3-habitaciones-3-banos-2-garajes/687-M6364150
El Nogal,EL NOGAL LOS ALMENDROS,895000000,126.0,3,3,1,Apartamento,6.236711947,-75.598826498,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-nogal-los-almendros-3-habitaciones-3-banos-1-garajes/20806-M6392639
Milla De Oro,LOS BALSOS NO 2,750000000,75.0,2,2,1,Apartamento,6.19791817,-75.57276586,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no.2-2-habitaciones-2-banos-1-garajes/20033-M5838010
LAURELES,LA CASTELLANA,760000000,107.0,3,3,1,Apartamento,6.237596035003662,-75.6045913696289,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-castellana-3-habitaciones-3-banos-1-garajes/12116-M3930895
El Tesoro,EL TESORO,620000000,67.0,3,2,2,Apartamento,6.20099138,-75.56222887,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-2-garajes/20033-M5756615
El Poblado,EL POBLADO,5000000000,5100.0,4,5,4,Casa,6.1560938142,-75.5441329927,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-poblado-4-habitaciones-5-banos-4-garajes/11704-106401
Robledo,ROBLEDO,210000000,42.0,2,1,0,Apartamento,6.2926429501,-75.5873081088,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-robledo-2-habitaciones-1-banos/18237-M6151272
Palmas,ALTOS DEL POBLADO,840000000,88.0,2,3,2,Apartamento,6.21711969,-75.55599864,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-2-garajes/17098-M5538975
Lalinde,LA LINDE,980000000,85.0,2,2,2,Apartamento,6.21291,-75.56922,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-linde-2-habitaciones-2-banos-2-garajes/509-M5750355
Los Balsos,LOS BALSOS NO 1,4500000000,900.0,5,5,4,Casa,6.18474,-75.55607,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-los-balsos-no.1-5-habitaciones-5-banos-4-garajes/4660-M5796083
Las Palmas,LAS PALMAS,3500000000,2000.0,3,5,4,Casa,6.1835635112,-75.5483865738,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-las-palmas-3-habitaciones-5-banos-4-garajes/16632-M5854260
Poblado,POBLADO,1100000000,110.0,2,3,1,Apartamento,6.1821462,-75.5657193,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-2-habitaciones-3-banos-1-garajes/16632-M5498263
Poblado,POBLADO,1000000000,89.0,1,2,2,Apartamento,6.2148160587,-75.5523610509,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-1-habitaciones-2-banos-2-garajes/16632-M5516568
SIMON BOLIVAR,SIMON BOLIVAR,575000000,173.0,5,3,1,Apartamento,6.2462592124938965,-75.60601043701172,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-simon-bolivar-5-habitaciones-3-banos-1-garajes/18794-M5576717
Occidente  Conquistadores,LOS CONQUISTADORES,895000000,120.0,3,3,1,Apartamento,6.2427491246,-75.5810928702,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-conquistadores-3-habitaciones-3-banos-1-garajes/277-M4500496
Laureles,NA,850000000,150.0,2,2,2,Apartamento,0.0,0.0,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-na-2-habitaciones-2-banos-2-garajes/20033-M5965875
Rodeo Alto,LA HONDONADA,390000000,79.0,3,2,0,Casa,6.20446701,-75.60215311,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-la-hondonada-3-habitaciones-2-banos/19797-M5706475
LAURELES,LOS CONQUISTADORES,945000000,86.0,2,2,1,Apartamento,6.240390300750732,-75.58130645751953,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-conquistadores-2-habitaciones-2-banos-1-garajes/12116-M6410308
Castropol,CASTROPOL,880000000,86.0,3,3,2,Apartamento,6.220792308,-75.568662976,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-3-habitaciones-3-banos-2-garajes/20033-M5974537
LALINDE,CASTROPOL,820000000,70.0,1,2,1,Apartamento,6.220365524291992,-75.56885528564453,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-1-habitaciones-2-banos-1-garajes/14779-M6316581
EL POBLADO,LA FLORIDA,1010000000,127.0,3,2,1,Apartamento,6.202521800994873,-75.56220245361328,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-florida-3-habitaciones-2-banos-1-garajes/687-M5485481
EL POBLADO,LA AGUACATALA,730000000,167.0,4,4,3,Casa,6.199312210083008,-75.57498168945312,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-la-aguacatala-4-habitaciones-4-banos-3-garajes/687-M2606290
LAURELES,BOLIVARIANA,467000000,125.0,3,2,1,Apartamento,6.246914386749268,-75.59232330322266,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-bolivariana-3-habitaciones-2-banos-1-garajes/12116-M4070902
LAURELES,LA CASTELLANA,760000000,107.0,3,3,1,Apartamento,6.23788595199585,-75.60408020019531,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-castellana-3-habitaciones-3-banos-1-garajes/12116-M3930922
Belen,LA PALMA,1650000000,360.0,5,4,4,Casa,6.22780095,-75.60037873,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-la-palma-5-habitaciones-4-banos-4-garajes/20033-M5786669
Poblado,NA,5200000000,1075.0,4,5,4,Casa,0.0,0.0,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-na-4-habitaciones-5-banos-4-garajes/20764-M6411200
EL POBLADO,ALTOS DEL POBLADO,1320000000,104.0,2,3,1,Apartamento,6.21466588973999,-75.55461120605469,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-1-garajes/687-M5978820
LA AMERICA,CALASANZ PARTE ALTA,320000000,35.0,2,1,0,Apartamento,6.26406717300415,-75.60259246826172,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-calasanz-parte-alta-2-habitaciones-1-banos/12116-M6412935
