barrio,barrio_1,precio,area,habitaciones,baños,parqueaderos,tipo,latitud,longitud,url
EL POBLADO,SAN LUCAS,1500000000,257.0,4,4,2,Apartamento,6.179986476898193,-75.56378936767578,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-san-lucas-4-habitaciones-4-banos-2-garajes/687-M5453560
EL POBLADO,LA FLORIDA,1110000000,204.0,4,3,3,Apartamento,6.206491470336914,-75.56605529785156,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-florida-4-habitaciones-3-banos-3-garajes/687-M5725870
EL POBLADO OVIEDO,LA AGUACATALA,1100000000,200.0,3,4,2,Apartamento,6.197843074798584,-75.57477569580078,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-aguacatala-3-habitaciones-4-banos-2-garajes/14779-M6291424
EL POBLADO,ASTORGA,1410000000,236.0,4,4,2,Apartamento,6.210763454437256,-75.5730209350586,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-astorga-4-habitaciones-4-banos-2-garajes/687-M5776499
EL POBLADO,LOS BALSOS No 1,1400000000,340.0,3,4,3,Apartamento,6.191102027893066,-75.56674194335938,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-3-garajes/687-M3616365
Los Colores,LOS COLORES,329000000,49.0,1,1,0,Apartamento,6.2617014811,-75.588801008,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-colores-1-habitaciones-1-banos/16507-M6318282
EL POBLADO,EL DIAMANTE No 2,1450000000,340.0,3,4,3,Apartamento,6.185927391052246,-75.571044921875,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-diamante-no.2-3-habitaciones-4-banos-3-garajes/687-M3172238
EL POBLADO,EL POBLADO,1050000000,220.0,3,4,1,Apartamento,6.209064483642578,-75.56769561767578,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-3-habitaciones-4-banos-1-garajes/687-M6389013
EL POBLADO,LOS NARANJOS,550000000,83.0,3,2,1,Apartamento,6.195723056793213,-75.56478118896484,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-naranjos-3-habitaciones-2-banos-1-garajes/687-M6007884
EL POBLADO,SAN LUCAS,1650000000,199.0,3,4,2,Casa,6.177540302276611,-75.56553649902344,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-san-lucas-3-habitaciones-4-banos-2-garajes/687-M4537476
Castropol,NA,1100000000,117.0,3,4,2,Apartamento,0.0,0.0,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-na-3-habitaciones-4-banos-2-garajes/20033-M5825624
Copacabana,COPACABANA,4500000000,730.0,4,5,4,Casa,6.35227,-75.5149988,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-copacabana-4-habitaciones-5-banos-4-garajes/18538-M5497003
Lalinde,LALINDE,1550000000,123.0,3,2,2,Apartamento,6.213403,-75.569408,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-lalinde-3-habitaciones-2-banos-2-garajes/13439-M6388469
Medellin,MEDELLIN,450000000,95.0,5,4,0,Apartamento,6.2368754,-75.6082691,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-medellin-5-habitaciones-4-banos/11813-M4719877
Medellin,MEDELLIN,974640000,130.0,3,3,1,Apartamento,6.2410324,-75.5818413,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-medellin-3-habitaciones-3-banos-1-garajes/11813-M5295645
Simon Bolivar,SIMON BOLIVAR,1700000000,350.0,5,4,3,Casa,6.2477035,-75.6030898,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-simon-bolivar-5-habitaciones-4-banos-3-garajes/10159-M6158226
El Poblado,EL POBLADO,1500000000,160.0,5,4,2,Casa,6.2479225165,-75.5743111333,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-poblado-5-habitaciones-4-banos-2-garajes/16760-M6332672
lomas del indio,ASOMADERA No 2,360000000,57.0,2,2,1,Apartamento,6.22575044631958,-75.5611572265625,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-asomadera-no.2-2-habitaciones-2-banos-1-garajes/3147-M4067164
EL POBLADO LOMA DEL INDIO,ASOMADERA NO1,393000000,57.0,3,2,1,Apartamento,6.229489803314209,-75.56269836425781,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-asomadera-no1-3-habitaciones-2-banos-1-garajes/14473-M6445537
Poblado,POBLADO,940000000,110.0,3,2,1,Apartamento,6.2145385,-75.5680344,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-3-habitaciones-2-banos-1-garajes/10159-M5801946
LAURELES,FLORIDA NUEVA,750000000,137.0,4,2,1,Apartamento,6.251593589782715,-75.58879852294922,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-florida-nueva-4-habitaciones-2-banos-1-garajes/19121-M6093717
Laureles,LORENA,770000000,115.0,3,3,0,Apartamento,6.248134,-75.592785,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-lorena-3-habitaciones-3-banos/17021-M5458935
El Poblado,LAS LOMAS NO 1,5500000000,450.0,4,4,0,Casa,6.2084392561538,-75.56001383538,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-las-lomas-no.1-4-habitaciones-4-banos/11067-M4708162
Laureles,LAURELES,1600000000,176.0,4,4,2,Apartamento,6.23967712,-75.59411064,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-laureles-4-habitaciones-4-banos-2-garajes/17166-M6372819
El Poblado,EL POBLADO,850000000,102.0,2,3,2,Apartamento,5.1358616,-73.9024633,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-2-habitaciones-3-banos-2-garajes/14973-M6156911
Pilarica,LOS COLORES,560000000,100.0,3,2,1,Apartamento,6.263564317,-75.588446315,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-colores-3-habitaciones-2-banos-1-garajes/19496-M5655437
Villahermosa,VILLAHERMOSA,350000000,204.0,4,3,0,Casa,6.2581958,-75.549841,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-villahermosa-4-habitaciones-3-banos/17079-M6113897
Provenza El Poblado,LA FLORIDA,1350000000,135.0,2,3,2,Apartamento,6.20245699,-75.56221055,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-florida-2-habitaciones-3-banos-2-garajes/10583-M6150888
El Poblado,EL POBLADO,419000000,17.0,,,0,Edificio de Apartamentos,6.24764,-75.56582,https://www.metrocuadrado.com/inmueble/venta-edificio-de-apartamentos-medellin-el-poblado/12937-M6376390
Castropol El Poblado,CASTROPOL,920000000,86.0,3,3,1,Apartamento,6.2208531745714,-75.56859759057,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-3-habitaciones-3-banos-1-garajes/10583-M4540171
La Calera,EL TESORO,3650000000,878.0,4,4,4,Casa,6.197734016,-75.553289961,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-el-tesoro-4-habitaciones-4-banos-4-garajes/18157-M6361437
EL POBLADO   Nororiente,ASTORGA,544320000,26.0,1,1,0,Apartamento,6.2108083,-75.575264,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-astorga-1-habitaciones-1-banos/MC6358858
EL POBLADO   Nororiente,ASTORGA,592350000,35.94,1,1,0,Apartamento,6.2108083,-75.575264,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-astorga-1-habitaciones-1-banos/MC6358854
EL POBLADO   Nororiente,ASTORGA,1447080000,82.66,2,3,0,Apartamento,6.2108083,-75.575264,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-astorga-2-habitaciones-3-banos/MC6358855
Santa Elena,SANTA ELENA,1300000000,1000.0,3,3,2,Casa,6.2104367421,-75.4977952488,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-santa-elena-3-habitaciones-3-banos-2-garajes/19795-M6382195
San German,NA,615000000,74.0,3,1,0,Apartamento,0.0,0.0,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-na-3-habitaciones-1-banos/19797-M6007819
El Campestre,EL CAMPESTRE,720000000,101.0,3,2,0,Apartamento,6.1827586,-75.5716259,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-campestre-3-habitaciones-2-banos/20772-M5993749
EL POBLADO,CASTROPOL,960000000,165.0,4,3,2,Apartamento,6.216031074523926,-75.56675720214844,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-4-habitaciones-3-banos-2-garajes/687-M6389680
EL POBLADO,LA FLORIDA,640000000,125.0,3,3,2,Apartamento,6.201451301574707,-75.56555938720703,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-florida-3-habitaciones-3-banos-2-garajes/687-M2132315
CASTROPOL,LA LINDE,1750000000,315.0,4,5,3,Apartamento,6.214225769042969,-75.56827545166016,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-linde-4-habitaciones-5-banos-3-garajes/14779-M6157238
San Joaquin,SAN JOAQUIN,760000000,123.0,3,3,1,Apartamento,6.2465356,-75.5898025,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-san-joaquin-3-habitaciones-3-banos-1-garajes/21417-M6154546
Calasanz,CALASANZ,500000000,64.0,2,2,1,Apartamento,6.2694164,-75.6089337,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-calasanz-2-habitaciones-2-banos-1-garajes/21417-M6465432
LAURELES,LAURELES,660000000,160.0,3,3,2,Apartamento,6.242885112762451,-75.5961685180664,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-laureles-3-habitaciones-3-banos-2-garajes/12116-M4860272
Lalinde,LALINDE,730000000,86.0,2,2,2,Apartamento,6.211784,-75.566611,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-lalinde-2-habitaciones-2-banos-2-garajes/21472-M6199217
Velodromo,EL VELODROMO,850000000,195.0,4,4,1,Apartamento,6.2553145,-75.5956295,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-velodromo-4-habitaciones-4-banos-1-garajes/21417-M6128642
Envigado Alto De Las Palmas,NA,1100000000,98.0,2,3,2,Apartamento,,,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-na-2-habitaciones-3-banos-2-garajes/14779-M5630502
LAURELES,LOS CONQUISTADORES,680000000,105.0,3,2,1,Apartamento,6.242410659790039,-75.58174896240234,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-conquistadores-3-habitaciones-2-banos-1-garajes/12116-M5131187
San Antonio De Prado,NA,230000000,44.0,2,2,0,Apartamento,6.1784977,-75.65334797,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-na-2-habitaciones-2-banos/20033-M6464009
Altos Del Poblado,ALTOS DEL POBLADO,930000000,104.0,3,2,1,Apartamento,6.2191114985,-75.5622956332,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-altos-del-poblado-3-habitaciones-2-banos-1-garajes/16507-M6326230
EL POBLADO,LOS BALSOS NO 1,1200000000,240.0,3,4,4,Casa,6.186807155609131,-75.55979919433594,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-los-balsos-no.1-3-habitaciones-4-banos-4-garajes/687-M4495180
EL POBLADO,LA FLORIDA,660000000,198.0,3,4,2,Apartamento,6.20344352722168,-75.56652069091797,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-florida-3-habitaciones-4-banos-2-garajes/687-M2126728
Laureles_ Segundo Parque,LAURELES,920000000,137.0,3,2,2,Apartamento,6.24470821,-75.59873518,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-laureles-3-habitaciones-2-banos-2-garajes/21131-M6076137
Poblado,POBLADO,1350000000,192.0,4,4,3,Apartamento,6.204626,-75.567804,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-4-habitaciones-4-banos-3-garajes/21472-M6199218
EL POBLADO,CASTROPOL,940000000,165.0,4,3,2,Apartamento,6.216031074523926,-75.5667953491211,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-4-habitaciones-3-banos-2-garajes/687-M6389729
Loma De Los Balsos,LOMA DE LOS BALSOS,1150000000,200.0,3,4,2,Apartamento,6.279872,-75.545098,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-loma-de-los-balsos-3-habitaciones-4-banos-2-garajes/10159-M5798029
La Florida,LA FLORIDA,1400000000,156.0,3,2,2,Apartamento,6.206623,-75.559867,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-florida-3-habitaciones-2-banos-2-garajes/13439-M6384890
LA LINDE,LA LINDE,1590000000,123.0,3,3,2,Apartamento,6.21301794052124,-75.5684585571289,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-linde-3-habitaciones-3-banos-2-garajes/14633-M6465900
Calasanz,NA,630000000,145.0,4,5,1,Apartamento,0.0,0.0,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-na-4-habitaciones-5-banos-1-garajes/10159-M6386013
San Jeronimo,SAN ANTONIO,4200000000,865.35,5,5,0,Casa,,,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-san-antonio-5-habitaciones-5-banos/2969-M5625863
Velodromo,VELODROMO,520000000,93.0,4,2,1,Apartamento,6.25259,-75.59924,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-velodromo-4-habitaciones-2-banos-1-garajes/18936-M6118482
Laureles,NA,770000000,85.0,3,2,1,Apartamento,0.0,0.0,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-na-3-habitaciones-2-banos-1-garajes/10159-M6383602
Los Balsos No 2,LOS BALSOS NO 2,1500000000,174.0,3,3,2,Apartamento,6.19649,-75.571667,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no.2-3-habitaciones-3-banos-2-garajes/13439-M6384858
El Poblado,ASOMADERA NO  1,1850000000,200.0,3,4,2,Casa,6.2263925,-75.5629755,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-asomadera-no.-1-3-habitaciones-4-banos-2-garajes/17021-M6388796
Conquistadores,LOS CONQUISTADORES,795000000,140.0,3,2,1,Apartamento,6.24095,-75.5815895,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-conquistadores-3-habitaciones-2-banos-1-garajes/2511-M6388520
Castropol,CASTROPOL,760000000,98.0,3,2,1,Apartamento,6.2145712,-75.5680312,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/17166-M6298545
Poblado,POBLADO,830000000,102.76,3,3,2,Apartamento,6.2189457,-75.5677819,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-3-habitaciones-3-banos-2-garajes/14973-M6044519
Loma Del Escobero  Envigado  Antioquia,A S D ,2380000000,248.26,4,5,4,Casa,6.16212003,-75.56861656,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-a.s.d.-4-habitaciones-5-banos-4-garajes/18756-M6028239
Loma De Los Gonzalez,LOMA DE LOS GONZALEZ,895000000,71.8,1,2,1,Apartamento,6.19316,-75.56317,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-loma-de-los-gonzalez-1-habitaciones-2-banos-1-garajes/16120-M4482469
El Poblado,NA,950000000,165.0,3,3,2,Apartamento,0.0,0.0,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-na-3-habitaciones-3-banos-2-garajes/18714-M5563154
Laureles,LAURELES,920000000,132.0,3,3,1,Apartamento,6.24816,-75.59278,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-laureles-3-habitaciones-3-banos-1-garajes/18597-M6191641
La Concha,LA CONCHA,1990000000,267.0,3,4,2,Apartamento,6.20913,-75.56131,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-concha-3-habitaciones-4-banos-2-garajes/16120-M4453999
Alto De Las Palmas,NA,5000000000,5623.0,3,4,4,Casa,0.0,0.0,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-na-3-habitaciones-4-banos-4-garajes/10583-M3628867
LA ESTRELLA   Suroriente,EL PEDRERO,480000000,70.3,3,2,1,Apartamento,6.1531425,-75.65147,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-pedrero-3-habitaciones-2-banos-1-garajes/MC6382304
BARRIOS DE JESUS   Zona Urbana ,BARRIOS DE JESUS,220000000,37.38,2,1,0,Apartamento,6.229539,-75.53563,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-barrios-de-jesus-2-habitaciones-1-banos/MC6300234
LAURELES   Zona Urbana ,LAURELES,795000000,126.09,4,3,2,Apartamento,6.2428727,-75.5955,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-laureles-4-habitaciones-3-banos-2-garajes/MC6309125
EL POBLADO   Noroccidente,SAN LUCAS,950000000,140.0,3,2,1,Apartamento,6.186621,-75.56603,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-san-lucas-3-habitaciones-2-banos-1-garajes/MC6074314
LAURELES,LAURELES,860000000,167.0,3,3,1,Apartamento,6.242131233215332,-75.59481811523438,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-laureles-3-habitaciones-3-banos-1-garajes/12116-M4858370
EL POBLADO,LA FLORIDA,1500000000,150.0,3,3,2,Apartamento,6.20586633682251,-75.5639877319336,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-florida-3-habitaciones-3-banos-2-garajes/687-M6224291
ALEJANDRIA,ALEJANDRIA,1440000000,240.0,4,5,3,Apartamento,6.1991376876831055,-75.57252502441406,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-alejandria-4-habitaciones-5-banos-3-garajes/687-M3482182
BELEN LOS ALPES,BELEN,4150000000,420.0,,,,Edificio de Apartamentos,6.231607437133789,-75.6050033569336,https://www.metrocuadrado.com/inmueble/venta-edificio-de-apartamentos-medellin-belen/21564-M6210718
LAURELES,FLORIDA NUEVA,660000000,110.0,3,2,2,Apartamento,6.251008987426758,-75.59098052978516,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-florida-nueva-3-habitaciones-2-banos-2-garajes/12116-M5954439
EL POBLADO,EL TESORO,2900000000,380.0,4,5,2,Apartamento,6.201724052429199,-75.55621337890625,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-4-habitaciones-5-banos-2-garajes/687-M4903021
Castropol,CASTROPOL,660000000,77.61,3,2,1,Apartamento,6.220884529,-75.566695385,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/20806-M6057900
EL POBLADO,LA AGUACATALA,810000000,131.0,3,2,1,Apartamento,6.197415351867676,-75.5775375366211,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-aguacatala-3-habitaciones-2-banos-1-garajes/687-M5614502
BELEN,LOMA DE LOS BERNAL,785000000,131.0,3,3,2,Casa,6.219207763671875,-75.60400390625,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-loma-de-los-bernal-3-habitaciones-3-banos-2-garajes/12116-M4500025
EL POBLADO,SAN LUCAS,3500000000,372.0,3,4,4,Casa,6.179361343383789,-75.56175994873047,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-san-lucas-3-habitaciones-4-banos-4-garajes/687-M3223201
LAURELES,LAURELES,998000000,152.0,3,3,2,Apartamento,6.242737293243408,-75.59580993652344,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-laureles-3-habitaciones-3-banos-2-garajes/12116-M5827942
La Castellana,LA CASTELLANA,910000000,146.0,3,3,1,Apartamento,6.24110846,-75.60304654,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-castellana-3-habitaciones-3-banos-1-garajes/21417-M6129118
Belen,BELEN,720000000,84.0,2,3,1,Apartamento,6.2296292,-75.5975523,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-belen-2-habitaciones-3-banos-1-garajes/21417-M6212135
EL POBLADO,EL DIAMANTE No 2,725000000,161.0,3,3,2,Apartamento,6.1831254959106445,-75.57255554199219,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-diamante-no.2-3-habitaciones-3-banos-2-garajes/687-M3124068
EL POBLADO,LA FLORIDA,2510000000,288.0,3,3,3,Apartamento,6.202850341796875,-75.56611633300781,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-florida-3-habitaciones-3-banos-3-garajes/687-M4777348
Los Bernal,LOMA DE LOS BERNAL,1180000000,206.0,3,4,3,Casa,6.218718269,-75.60160601,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-loma-de-los-bernal-3-habitaciones-4-banos-3-garajes/21417-M6128993
LA ALAMEDA,ROSALES,580000000,128.0,3,3,1,Apartamento,6.237450122833252,-75.59251403808594,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-rosales-3-habitaciones-3-banos-1-garajes/19875-M6213668
Robledo,LA PILARICA,375000000,42.0,5,3,0,Casa,6.273748278,-75.582828122,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-la-pilarica-5-habitaciones-3-banos/21417-M6129370
Estadio,SURAMERICANA,890000000,212.0,4,3,1,Apartamento,6.253494,-75.5854745,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-suramericana-4-habitaciones-3-banos-1-garajes/21303-M6100455
CASTROPOL,CASTROPOL,1170000000,136.0,3,4,2,Apartamento,6.216784954071045,-75.5693359375,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-3-habitaciones-4-banos-2-garajes/687-M3481969
Poblado,POBLADO,6500000000,574.0,3,3,2,Apartamento,6.2113381245,-75.5674624443,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-3-habitaciones-3-banos-2-garajes/17798-M6294435
EL POBLADO,EL TESORO,1460000000,156.0,3,3,2,Apartamento,6.206271648406982,-75.55966186523438,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M5774792
EL POBLADO,EL TESORO,960000000,135.0,3,3,2,Apartamento,6.203347682952881,-75.55573272705078,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M5506296
CALIFORNIA DEL POBLADO,LA FLORIDA,1330000000,232.0,3,4,2,Apartamento,6.204712867736816,-75.56411743164062,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-florida-3-habitaciones-4-banos-2-garajes/687-M3398334
EL POBLADO,CASTROPOL,775000000,130.0,2,3,2,Casa,6.218486785888672,-75.56706237792969,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-castropol-2-habitaciones-3-banos-2-garajes/687-M4538936
EL POBLADO LAS LOMAS,LAS LOMAS NO 1,3700000000,317.0,3,3,3,Apartamento,6.212200305,-75.563215735,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-las-lomas-no.1-3-habitaciones-3-banos-3-garajes/12475-M6135976
El Poblado,EL POBLADO,1650000000,178.0,3,3,2,Apartamento,6.202890701,-75.5712604523,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-3-habitaciones-3-banos-2-garajes/14778-M6233218
BELLO HORIZONTE,,260232822,1.0,3,2,1,Apartamento,0.0,0.0,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-3-habitaciones-2-banos-1-garajes/11295-M5764590
EL POBLADO,EL POBLADO,620000000,86.48,1,2,1,Apartamento,6.209064483642578,-75.56769561767578,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-1-habitaciones-2-banos-1-garajes/19121-M6194534
Poblado,POBLADO,720000000,87.0,3,2,1,Apartamento,6.2183727312,-75.5689350006,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-poblado-3-habitaciones-2-banos-1-garajes/17425-M6341083
Medellin,MEDELLIN,305000000,100.0,4,2,0,Casa,6.2909143,-75.5770479,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-medellin-4-habitaciones-2-banos/11813-M4732524
Itagui,LOS CONQUISTADORES,400000000,66.0,3,2,1,Apartamento,6.23968383,-75.57782755,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-conquistadores-3-habitaciones-2-banos-1-garajes/15594-M6316700
Loma De Los Bernal,LOMA DE LOS BERNAL,580000000,85.0,3,2,1,Apartamento,6.2178121,-75.6040772,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/19328-M6473690
PRADO CENTRO,PRADO,850000000,300.0,4,5,1,Casa,6.256414890289307,-75.5643310546875,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-prado-4-habitaciones-5-banos-1-garajes/11530-M6438846
Los Balsos,LOS BALSOS NO  1,2800000000,315.0,4,5,4,Apartamento,6.1861295,-75.562968,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no.-1-4-habitaciones-5-banos-4-garajes/13094-M4893381
Belen Las Mercedes,UB  BALCONES DE SALECIA,520000000,135.0,4,3,1,Casa,6.234452251,-75.608851003,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-ub.-balcones-de-salecia-4-habitaciones-3-banos-1-garajes/2511-M6125783
EL POBLADO,EL POBLADO,1380000000,154.7,3,3,2,Apartamento,6.209925174713135,-75.56448364257812,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-3-habitaciones-3-banos-2-garajes/11086-M5780096
Florida Nueva Estadio,FLORIDA NUEVA,750000000,150.0,4,3,1,Apartamento,6.251408511,-75.592142581,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-florida-nueva-4-habitaciones-3-banos-1-garajes/18756-M5540122
El Poblado,EL DIAMANTE NO  2,720000000,108.0,3,3,0,Apartamento,6.18560755,-75.57337281,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-diamante-no.-2-3-habitaciones-3-banos/17021-M6375779
Santa Maria De Los Angeles,SANTA MARIA DE LOS ANGELES,1650000000,262.0,5,5,3,Apartamento,6.189382,-75.579768,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-santa-maria-de-los-angeles-5-habitaciones-5-banos-3-garajes/16632-M6155048
EL POBLADO SANTA MARIA DE LOS ANGELES,SANTA MARIA DE LOS ANGELES,840000000,134.0,3,2,2,Apartamento,6.1908384,-75.5781239,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-2-garajes/10583-M5594059
Rodeo Alto,LA HONDONADA,350000000,56.0,2,2,1,Apartamento,6.20294576,-75.60181571,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-hondonada-2-habitaciones-2-banos-1-garajes/10583-M6150872
EL VELODROMO,LOS PINOS,1250000000,180.0,,,,Edificio de Apartamentos,6.254537582397461,-75.59732818603516,https://www.metrocuadrado.com/inmueble/venta-edificio-de-apartamentos-medellin-los-pinos/16705-M5186718
Calasanz,CALASANZ,830000000,100.0,3,2,1,Apartamento,6.26349,-75.59854,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-calasanz-3-habitaciones-2-banos-1-garajes/14059-M6090839
EL POBLADO EL TESORO   Noroccidente,LOS BALSOS NO  1,1100000000,92.0,2,3,2,Apartamento,6.1931787,-75.5628,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no.-1-2-habitaciones-3-banos-2-garajes/MC6320725
CALASANZ PARTE ALTA   Zona Urbana ,CALASANZ PARTE ALTA,490000000,61.0,3,2,1,Apartamento,6.2685604,-75.60176,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-calasanz-parte-alta-3-habitaciones-2-banos-1-garajes/MC6302681
