barrio,precio,area,habitaciones,baños,parqueaderos,telefono,url,tipo,latitud,longitud,barrio_1
alto de las palmas,6000000,89.0,2,2,2,3188030239,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alto-de-las-palmas-2-habitaciones-2-banos-2-garajes/19014-M6066273,Apartamento,6.1556612,-75.5307934,alto de las palmas
el poblado,7200000,156.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M4984281,Apartamento,6.2048797607421875,-75.56106567382812,el tesoro
poblado,15500000,653.0,2,4,4,6044485859,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-las-lomas-no.1-2-habitaciones-4-banos-4-garajes/687-M2239334,Casa,6.213441848754883,-75.56046295166016,las lomas no 1
santa fe,6000000,120.0,3,2,2,3052876430,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-3-habitaciones-2-banos-2-garajes/19797-M6075528,Apartamento,6.2002094709,-75.5658960048,santa fe
el poblado,22000000,500.0,5,5,4,3052876430,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-poblado-5-habitaciones-5-banos-4-garajes/19797-M6077546,Casa,6.1961177318,-75.555961132,el poblado
el poblado,17100000,126.0,4,4,3,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-4-habitaciones-4-banos-3-garajes/687-M5856093,Apartamento,6.2060627937316895,-75.56844329833984,la florida
poblado,10000000,206.0,4,5,2,3052876430,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-4-habitaciones-5-banos-2-garajes/20765-M6022171,Apartamento,6.2015766279,-75.5682822581,poblado
el poblado,12500000,180.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M4665846,Apartamento,6.201192855834961,-75.56655883789062,alejandria
laureles,2500000,82.0,2,3,0,6044121220,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-2-habitaciones-3-banos/20692-M6034715,Apartamento,6.238915920257568,-75.60197448730469,las acacias
el poblado,5500000,118.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-3-banos-2-garajes/687-M4984414,Apartamento,6.193474292755127,-75.55982971191406,los naranjos
el poblado,7500000,264.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-I1868016,Apartamento,6.188368320465088,-75.55868530273438,los balsos no 1
el poblado,6800000,122.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-3-banos-2-garajes/687-M4789228,Apartamento,6.1799798011779785,-75.56417846679688,san lucas
el poblado,6700000,134.0,3,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-2-banos-2-garajes/687-M6035406,Apartamento,6.213780403137207,-75.57707214355469,patio bonito
el poblado,7000000,261.0,3,4,2,3052876430,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-poblado-3-habitaciones-4-banos-2-garajes/19797-M6074874,Casa,6.2067963,-75.5716306,el poblado
el poblado,3900000,78.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-2-banos-1-garajes/687-M5856776,Apartamento,6.195618629455566,-75.56561279296875,los naranjos
poblado,10000000,220.0,3,4,2,3009126336,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-4-banos-2-garajes/19797-M6080580,Apartamento,5.1358616,-73.9024633,poblado
el poblado,3650000,103.0,3,3,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-1-garajes/687-M5856866,Apartamento,6.215518951416016,-75.56757354736328,castropol
el poblado,8700000,180.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M4984082,Apartamento,6.2064528465271,-75.55963897705078,el tesoro
el poblado,5000000,100.0,3,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-2-banos-1-garajes/687-M5096921,Apartamento,6.1956586837768555,-75.56539916992188,los naranjos
palmas,7000000,74.0,2,2,1,3005038525,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-2-habitaciones-2-banos-1-garajes/20543-M5989363,Apartamento,6.22457913,-75.56160345,asomadera no 2
estadio,3500000,120.0,3,2,1,6013224430,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-estadio-3-habitaciones-2-banos-1-garajes/389-M6085567,Apartamento,6.26042,-75.58246,estadio
aranjuez,1400000,90.0,3,1,0,6013224430,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-pinuela-3-habitaciones-1-banos/389-M5804873,Apartamento,6.28197,-75.55442,la pinuela
poblado,5900000,138.0,2,2,1,3236330221,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-2-habitaciones-2-banos-1-garajes/18936-M5854051,Apartamento,6.18143,-75.575,el diamante no 2
medellin,8500000,235.0,3,4,1,6015800983,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-4-banos-1-garajes/11813-M5750809,Apartamento,6.2233338,-75.5678761,castropol
la castellana,3000000,120.0,3,2,0,3105053028,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-3-habitaciones-2-banos/17076-M6077361,Apartamento,6.23867988,-75.60613243,la castellana
simon bolivar,5500000,110.0,5,2,0,3236330221,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-simon-bolivar-5-habitaciones-2-banos/18936-M6067470,Casa,6.24597,-75.60278,simon bolivar
catercol,15000000,391.0,,,0,3103906340,https://www.metrocuadrado.com/inmueble/arriendo-edificio-de-apartamentos-medellin-perpetuo-socorro/18075-M5347367,Edificio de Apartamentos,6.2355,-75.57522,perpetuo socorro
medellin,5250000,128.0,3,4,2,6015800983,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-3-habitaciones-4-banos-2-garajes/11813-M5777511,Apartamento,6.2023155,-75.5677015,medellin
santa maria de los angeles,5500000,120.0,3,2,0,3187342235,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos/17021-M6028562,Apartamento,6.19235281,-75.57781349,santa maria de los angeles
el poblado,4000000,105.0,3,2,1,3187342235,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-urbanizacion-vegas-del-poblado-3-habitaciones-2-banos-1-garajes/17021-M6084949,Apartamento,6.20400954,-75.57805845,urbanizacion vegas del poblado
rodeo alto,2000000,58.0,3,2,1,3187342235,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-hondonada-3-habitaciones-2-banos-1-garajes/17021-M6015433,Apartamento,6.20557742,-75.60866002,la hondonada
el poblado,9000000,189.0,2,4,2,3003707956,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-2-habitaciones-4-banos-2-garajes/17166-M6032309,Apartamento,6.211297,-75.571738,el poblado
los balsos,3950000,76.0,2,2,1,3187342235,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-2-habitaciones-2-banos-1-garajes/17021-M6018732,Apartamento,6.19775861,-75.57623798,la aguacatala
poblado,3500000,70.0,3,2,1,3174019439,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/2511-M6088499,Apartamento,6.22470777,-75.56738356,castropol
los balsos no 1,5000000,67.0,1,2,1,3142007942,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-1-habitaciones-2-banos-1-garajes/847-M5858812,Apartamento,6.192943,-75.563137,los balsos no 1
guayabal   zona urbana ,3400000,67.0,2,2,1,3163001374,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-shellmar-2-habitaciones-2-banos-1-garajes/MC6084541,Apartamento,6.220375,-75.57788,shellmar
la frontera   zona urbana ,3500000,74.0,3,2,1,3154896361,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-1-garajes/MC5964681,Apartamento,6.1814175,-75.574135,el diamante no 2
altos del poblado   zona urbana ,5600000,70.0,3,2,1,3012731665,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-2-banos-1-garajes/MC6080662,Apartamento,6.214649,-75.55606,altos del poblado
el poblado el tesoro   noroccidente,1600000,35.0,1,1,0,3182111366,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-1-habitaciones-1-banos/MC1892780,Apartamento,6.203045,-75.56041,el tesoro
los conquistadores,3500000,80.0,2,2,1,3012100333,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-2-habitaciones-2-banos-1-garajes/16174-M6009234,Apartamento,6.244081020355225,-75.58091735839844,los conquistadores
loma de los bernal,2300000,60.0,3,2,1,3045632233,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altavista-3-habitaciones-2-banos-1-garajes/17136-M6077733,Apartamento,6.21950979,-75.60967221,altavista
poblado,5500000,87.0,3,2,0,3174019439,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos/2511-M6063719,Apartamento,6.21993604,-75.56747038,castropol
belen,1700000,40.0,1,1,0,3174019439,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-palma-1-habitaciones-1-banos/2511-M4524629,Apartamento,6.22831607,-75.60102268,la palma
el poblado castropol,7500000,93.0,2,2,2,3173921444,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-2-habitaciones-2-banos-2-garajes/20135-M6055949,Apartamento,6.225966930389404,-75.56793975830078,san diego
el poblado provenza   suroriente,4000000,65.0,1,2,2,3108916801,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-1-habitaciones-2-banos-2-garajes/MC6077453,Apartamento,6.2030387,-75.566635,la florida
las palmas   poblado ,4500000,97.0,3,2,1,3166104913,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.1-3-habitaciones-2-banos-1-garajes/MC5998056,Apartamento,6.225626,-75.561005,asomadera no 1
floresta,3000000,104.0,2,2,1,6044486003,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-floresta-2-habitaciones-2-banos-1-garajes/20769-M6077685,Apartamento,6.25906,-75.60156,floresta
poblado,3000000,75.0,3,2,1,3182298987,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/18537-M5974850,Apartamento,6.22198313,-75.56709942,castropol
el poblado,18000000,260.0,3,4,3,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M4981128,Apartamento,6.202345371246338,-75.55657958984375,el tesoro
poblado,7600000,240.0,3,4,3,6044485859,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-naranjos-3-habitaciones-4-banos-3-garajes/687-M2219294,Apartamento,6.195707321166992,-75.5531234741211,los naranjos
el poblado,6500000,85.0,2,2,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-2-banos-1-garajes/687-M5419822,Apartamento,6.179964065551758,-75.56400299072266,san lucas
la mota,3400000,150.0,3,3,2,3217588995,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-mota-3-habitaciones-3-banos-2-garajes/17134-M6030675,Casa,6.2125513,-75.5986059,la mota
el poblado,7350000,105.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no1-2-habitaciones-3-banos-2-garajes/687-M6085994,Apartamento,6.186933994293213,-75.56002044677734,los balsos no1
el poblado,13800000,260.0,3,4,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-1-garajes/687-M4981190,Apartamento,6.2014994621276855,-75.55366516113281,el tesoro
el poblado,5550000,158.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-4-banos-2-garajes/687-M6033397,Apartamento,6.179915428161621,-75.56391906738281,san lucas
el poblado,20000000,230.0,3,3,2,3006864693,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/18975-M5583388,Apartamento,6.2006197,-75.5636832,el tesoro
el poblado,5600000,122.0,2,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-3-banos-2-garajes/687-M4789280,Apartamento,6.176936626434326,-75.56451416015625,san lucas
el poblado,9500000,450.0,5,5,4,6044485859,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-san-lucas-5-habitaciones-5-banos-4-garajes/687-M2314114,Casa,6.179393291473389,-75.56027221679688,san lucas
el poblado,9000000,75.0,1,2,1,3006864693,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-castillo-1-habitaciones-2-banos-1-garajes/18975-M5573065,Apartamento,6.18721252,-75.57404007,el castillo
poblado,6700000,270.0,3,4,2,6044485859,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M2246040,Apartamento,6.209529876708984,-75.55829620361328,el tesoro
el poblado,8700000,300.0,4,4,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-4-habitaciones-4-banos-2-garajes/687-M5530870,Casa,6.203347682952881,-75.55573272705078,el tesoro
el poblado,5200000,91.0,2,2,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-2-banos-2-garajes/687-M4712167,Apartamento,6.191534996032715,-75.56587982177734,los balsos no 1
el poblado,13800000,192.0,3,3,2,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-3-banos-2-garajes/687-M5698035,Apartamento,6.196893692016602,-75.56979370117188,los balsos no 2
el poblado,13300000,227.0,4,4,4,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-4-habitaciones-4-banos-4-garajes/687-M5587941,Casa,6.186926364898682,-75.56047058105469,los balsos no 1
poblado,16000000,260.0,3,4,2,3005038525,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-diamante-no.2-3-habitaciones-4-banos-2-garajes/20543-M6019141,Casa,6.1835335,-75.57811868,el diamante no 2
envigado,11000000,132.0,2,3,1,3006864693,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-envigado-2-habitaciones-3-banos-1-garajes/18975-M6058300,Apartamento,6.2697325,-75.6025597,envigado
laureles,4200000,120.0,3,2,2,3176350447,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-3-habitaciones-2-banos-2-garajes/12116-M5484935,Apartamento,6.2453508377075195,-75.58136749267578,los conquistadores
el poblado,5700000,85.0,2,3,1,6044485859,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-2-habitaciones-3-banos-1-garajes/687-M5979738,Apartamento,6.197247505187988,-75.56945037841797,los balsos no2
belén los rosales,3100000,75.0,2,2,0,3006553568,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rosales-2-habitaciones-2-banos/16749-M4923201,Apartamento,6.232361316680908,-75.59268188476562,rosales
poblado,11000000,224.0,3,4,1,3166333336,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-4-banos-1-garajes/19474-M6031722,Apartamento,6.20272,-75.55405,poblado
medellin,3500000,80.0,2,1,0,6015800983,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-2-habitaciones-1-banos/11813-M5945864,Apartamento,6.2512876,-75.5865191,medellin
los colores,2800000,66.0,2,2,1,3236330221,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-colores-2-habitaciones-2-banos-1-garajes/18936-M6018995,Apartamento,6.26111,-75.58641,los colores
poblado,3600000,74.0,3,2,1,3135373737,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-3-habitaciones-2-banos-1-garajes/16800-M6082948,Apartamento,0.0,0.0,na
el poblado,5900000,120.0,3,2,2,3045258750,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-2-garajes/16211-M6016650,Apartamento,6.21658005,-75.56559396,castropol
medellin,3000000,65.0,3,2,0,6015800983,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-boston-3-habitaciones-2-banos/11813-M5682707,Apartamento,6.2479154,-75.5582574,boston
belen rosales,2100000,50.0,1,2,0,3045258750,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rosales-1-habitaciones-2-banos/16211-M5837707,Apartamento,6.235293388366699,-75.59172058105469,rosales
poblado,7500000,163.0,3,3,2,3166333336,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-3-banos-2-garajes/19474-M5962398,Apartamento,6.21161,-75.56708,poblado
loma del indio,3900000,70.0,2,2,1,3006553568,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.1-2-habitaciones-2-banos-1-garajes/16749-M4809345,Apartamento,6.228976726531982,-75.5632553100586,asomadera no 1
el poblado,5300000,102.0,4,2,1,3187342235,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-4-habitaciones-2-banos-1-garajes/17021-M5825179,Apartamento,6.214444,-75.5679074,castropol
el campestre,6500000,131.0,2,2,1,3234597770,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-campestre-2-habitaciones-2-banos-1-garajes/11224-M5972573,Apartamento,6.2036743,-75.5737197,el campestre
san diego,3800000,76.0,3,2,1,3226458383,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/12782-M6026400,Apartamento,6.23329436,-75.56903171,san diego
patio bonito,8500000,195.0,5,3,2,3229412639,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-candelaria-5-habitaciones-3-banos-2-garajes/12647-M4729264,Apartamento,6.2476376,-75.5658153,la candelaria
alejandria,6500000,169.0,3,3,2,6042044666,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-3-banos-2-garajes/509-M5727966,Apartamento,6.20029,-75.5709,alejandria
provenza,9000000,140.0,2,2,2,3142007942,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-provenza-2-habitaciones-2-banos-2-garajes/847-M4914885,Apartamento,6.202312,-75.562308,provenza
el poblado,6000000,170.0,4,4,2,3103617777,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-4-habitaciones-4-banos-2-garajes/14059-M6012487,Apartamento,6.18368,-75.56493,el poblado
